StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,MotionTiming_First Click,MotionTiming_Last Click,MotionTiming_Page Submit,MotionTiming_Click Count,MCB_1,MRB_1,BCheck1,BCheck1_DO,BCheck2,BCheck3,BaTiming_First Click,BaTiming_Last Click,BaTiming_Page Submit,BaTiming_Click Count,BCB_1,BRB_1,Check1,Check2,Feedback,BridgeTime_First Click,BridgeTime_Last Click,BridgeTime_Page Submit,BridgeTime_Click Count,TCB_1,TRB_1,TCheck1,TCheck1,Feedback,Gender,Gender_4_TEXT,Age,Eth,Race,Story,FL_22_DO,FL_28_DO,FL_36_DO,FL_40_DO,Motiondetectorblock_DO,Batteryblock_DO,Trainblock_DO
1/23/2019 16:28,1/23/2019 16:30,IP Address,,100,131,TRUE,1/23/2019 16:30,R_3oIaJFgNNbyKUEM,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,18.769,0,60,30,Neither Billy nor Suzy,Two,"Billy didn't actively seek out a battery, he happened to have a friend who was selling one. It could easily have been the case that his friend didn't have a battery, so he can not have much influence over whether the car starts or not.",,,,,,,,,,Nonbinary,,23,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCNBS|BaTiming,
1/23/2019 16:27,1/23/2019 16:30,IP Address,,100,213,TRUE,1/23/2019 16:30,R_2VvDMBW6yLduPwL,,,,,,,anonymous,EN,Yes,0,0,1.502,0,74,89,Billy,Billy|Neither Billy nor Suzy|Suzy|Both Billy and Suzy,1 or more,good,,,,,,,,,,,,,,,,,,,Male,,30,Yes,Black or African American,Motion,FL_23,MotionCause|MotionRelevant,,,DVSB|MotionTiming,,
1/23/2019 16:28,1/23/2019 16:30,IP Address,,100,128,TRUE,1/23/2019 16:30,R_3k0w2GEB3L1i3qQ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,30.254,0,100,47,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",Because billy didn't stop at the signal ,Male,,26,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCVSB|BridgeTime
1/23/2019 16:27,1/23/2019 16:30,IP Address,,100,207,TRUE,1/23/2019 16:30,R_9RBEfId9Zrq3QQh,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,22.018,0,50,13,Billy,Either train is heavy enough on its own to break the bridge.,"Given that either train was heavy enough to cause the collapse of the bridge, I felt both parties had a responsibility in causing the bridge to collapse.  Even though Billy acted differently than what he was supposed to, Suzy nonetheless also drove her train across the bridge.  That alone would have caused the bridge to collapse.",Male,,42,No,Asian,Train,FL_26,,,TrainCause|TrainRelevance,,,TDVSB|BridgeTime
1/23/2019 16:27,1/23/2019 16:30,IP Address,,100,205,TRUE,1/23/2019 16:30,R_2s7SrBms2wZF3hp,,,,,,,anonymous,EN,Yes,2.504,130.753,144.652,3,100,100,Billy,Billy|Suzy|Both Billy and Suzy|Neither Billy nor Suzy,2 or more,Billy was told not to come in and he did anyway.,,,,,,,,,,,,,,,,,,,Male,,32,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CVSB|MotionTiming,,
1/23/2019 16:27,1/23/2019 16:30,IP Address,,100,207,TRUE,1/23/2019 16:30,R_276WWoJapRqmQwr,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,30.098,0,50,0,Neither Billy nor Suzy,Either train is heavy enough on its own to break the bridge.,The fact that either train could cause the bridge to collapse meant that it was not solely Billy's fault. They both also likely did not know the bridge would collapse and had a green light.,Male,,27,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDNSB|BridgeTime
1/23/2019 16:26,1/23/2019 16:31,IP Address,,100,292,TRUE,1/23/2019 16:31,R_1f3oyzHaS3QuPrH,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,59.128,0,0,0,Neither Billy nor Suzy,Two,"Yes, Billy bought a battery but it was only one battery.  Two batteries were needed to start the car.  He got them to the half way point but without the second battery, they were going nowhere in that car.",,,,,,,,,,Female,,52,No,Black or African American,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCNBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,106,TRUE,1/23/2019 16:31,R_3OdbgDqsRBMTyqk,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,7.371,0,69,60,Both Billy and Suzy,Either train is heavy enough on its own to break the bridge.,I based it on the information given to me and that either train was heavy enough to break the bridge,Female,,24,No,Asian,Train,FL_26,,,TrainRelevance|TrainCause,,,TDVSB|BridgeTime
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,150,TRUE,1/23/2019 16:31,R_2rDyWfvVNGKmFM5,,,,,,,anonymous,EN,Yes,0,0,20.785,0,72,82,Billy,Neither Billy nor Suzy|Suzy|Both Billy and Suzy|Billy,2 or more,He would've been the 2nd person to arrive.,,,,,,,,,,,,,,,,,,,Female,,29,No,Asian,Motion,FL_23,MotionRelevant|MotionCause,,,DVBS|MotionTiming,,
1/23/2019 16:30,1/23/2019 16:31,IP Address,,100,73,TRUE,1/23/2019 16:31,R_2AGtbrhHCa2qeIh,,,,,,,anonymous,EN,Yes,0,0,10.542,0,81,50,Neither Billy nor Suzy,Billy|Suzy|Both Billy and Suzy|Neither Billy nor Suzy,2 or more,It was the person that was stated. ,,,,,,,,,,,,,,,,,,,Male,,34,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,DNBS|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,98,TRUE,1/23/2019 16:31,R_eXbCpinor6cXfWN,,,,,,,anonymous,EN,Yes,0,0,13.28,0,46,40,Neither Billy nor Suzy,Billy|Neither Billy nor Suzy|Suzy|Both Billy and Suzy,2 or more,Disagree the boss should have told them to arrive separately. ,,,,,,,,,,,,,,,,,,,Female,,33,No,Black or African American,Motion,FL_23,MotionRelevant|MotionCause,,,CNSB|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,88,TRUE,1/23/2019 16:31,R_XWZvWfDF3LDYPaV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,19.131,0,72,82,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",It was not his turn to go.,Female,,27,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCVSB|BridgeTime
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,105,TRUE,1/23/2019 16:31,R_1l5irVieFO9Hyti,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,3.726,11.848,22.673,4,71,91,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",They both contributed.,Male,,28,No,"Black or African American,White,More than one Race",Train,FL_26,,,TrainCause|TrainRelevance,,,TCNBS|BridgeTime
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,116,TRUE,1/23/2019 16:31,R_1Ck0wDgqzpO5kvr,,,,,,,anonymous,EN,Yes,0,0,26.848,0,97,100,Billy,Neither Billy nor Suzy|Both Billy and Suzy|Billy|Suzy,2 or more,he showed up when he wasnt suppose to,,,,,,,,,,,,,,,,,,,Female,,24,No,Black or African American,Motion,FL_23,MotionCause|MotionRelevant,,,DVSB|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,122,TRUE,1/23/2019 16:31,R_22n2thCGjzevAK5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,1.555,18,26.159,12,66,75,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","Both of the trains being on the bridge caused it to collapse, so it was the fault of both.",Male,,33,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCNBS|BridgeTime
1/23/2019 16:26,1/23/2019 16:31,IP Address,,100,290,TRUE,1/23/2019 16:31,R_u9OtSnlYJAn0z6N,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,27.792,0,0,0,Neither Billy nor Suzy,Two,the battery caused them to start the car Billy just happened to have one but they could have got one elsewhere.,,,,,,,,,,Male,,63,Yes,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCNBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,133,TRUE,1/23/2019 16:31,R_1C7s1yvreuRilz2,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,31.838,0,0,81,Billy,One,Billy stealing,,,,,,,,,,Male,,22,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDVSB|BaTiming,
1/23/2019 16:27,1/23/2019 16:31,IP Address,,100,223,TRUE,1/23/2019 16:31,R_3HIGu8bR9JZTOAE,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,1.2,0,84,83,Suzy,Either train is heavy enough on its own to break the bridge.,The agree for suzy to billy caused collapse,Male,,30,Yes,Black or African American,Train,FL_26,,,TrainRelevance|TrainCause,,,TCVSB|BridgeTime
1/23/2019 16:27,1/23/2019 16:31,IP Address,,100,217,TRUE,1/23/2019 16:31,R_2wTdFFsQUyPBgs0,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,99.718,0,50,50,Neither Billy nor Suzy,Two,I disagree because Billy and Suzy both got a battery that enabled the car to start.  It wouldn't have started with just one battery.,,,,,,,,,,Female,,44,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCNBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,150,TRUE,1/23/2019 16:31,R_CdfFZQ28I8cP6FP,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,31.023,0,100,50,Both Billy and Suzy,Either train is heavy enough on its own to break the bridge.,There is no way to tell which train caused the collapse. So both are at fault to me.,Female,,28,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDNSB|BridgeTime
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,172,TRUE,1/23/2019 16:31,R_30u9wZdl6gyt9Eu,,,,,,,anonymous,EN,Yes,,,,,,,,,,,10.179,16.996,44.992,4,100,0,Neither Billy nor Suzy,One,"Knowing that if Suzy did not bring a battery, since Billy had one the car would start so that being said he caused the car to start.",,,,,,,,,,Male,,43,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNSB|BaTiming,
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,208,TRUE,1/23/2019 16:31,R_bIXcuvzt2wxBhpD,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,115.013,118.46,119.789,5,28,59,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",he couldn't have caused it to collapse on his own,Male,,28,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCVBS|BridgeTime
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,111,TRUE,1/23/2019 16:31,R_Pv81pyzIZCqmomZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,31.142,0,0,100,Billy,One,billy is a thief,,,,,,,,,,Female,,67,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDVSB|BaTiming,
1/23/2019 16:30,1/23/2019 16:31,IP Address,,100,78,TRUE,1/23/2019 16:31,R_PU4USU19mE15C7L,,,,,,,anonymous,EN,Yes,0,0,16.481,0,80,100,Neither Billy nor Suzy,Both Billy and Suzy|Billy|Suzy|Neither Billy nor Suzy,2 or more,,,,,,,,,,,,,,,,,,,,Male,,24,,,Motion,FL_23,MotionRelevant|MotionCause,,,CNSB|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,101,TRUE,1/23/2019 16:31,R_238JbM6YT3DXmKh,,,,,,,anonymous,EN,Yes,,,,,,,,,,,18.371,18.844,20.105,2,57,65,Billy,Two,He got one of the batteries.,,,,,,,,,,Male,,31,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCVSB|BaTiming,
1/23/2019 16:27,1/23/2019 16:31,IP Address,,100,243,TRUE,1/23/2019 16:31,R_wZEEv5pSYi2Bvhf,,,,,,,anonymous,EN,Yes,0,0,34.54,0,100,100,Neither Billy nor Suzy,Billy|Neither Billy nor Suzy|Suzy|Both Billy and Suzy,2 or more,"If Billy hadn't arrived, the motion detector would not have gone off.   However, if the situation had been that the other person had not arrived, then the motion sensor would not have been triggered.  He was still essential to triggering the detector in the scenario described here.  ",,,,,,,,,,,,,,,,,,,Female,,58,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CNBS|MotionTiming,,
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,166,TRUE,1/23/2019 16:31,R_PNbcZAz56ndtUD7,,,,,,,anonymous,EN,Yes,0,0,38.672,0,,100,Billy,Neither Billy nor Suzy|Billy|Suzy|Both Billy and Suzy,1 or more,I don't know who entered the room first,,,,,,,,,,,,,,,,,,,Female,,87,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,DVBS|MotionTiming,,
1/23/2019 16:30,1/23/2019 16:31,IP Address,,100,103,TRUE,1/23/2019 16:31,R_2ymiwYbO6NGAv7B,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,22.996,0,0,0,Neither Billy nor Suzy,Either train is heavy enough on its own to break the bridge.,he was supposed to go and i'm assuming he wasn't aware of the state of the bridge,Female,,51,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDNBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,175,TRUE,1/23/2019 16:31,R_2rJboaNFbn2ohGr,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,13.61,0,67,63,Billy,,need and want ,,,,,,,,,,Male,,34,Yes,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNSB|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,113,TRUE,1/23/2019 16:31,R_2UXIqezEgldXJsB,,,,,,,anonymous,EN,Yes,1.205,15.216,16.119,3,60,19,Neither Billy nor Suzy,Billy|Both Billy and Suzy|Suzy|Neither Billy nor Suzy,2 or more,I think Billy played a key partial role in setting off the motion detector.,,,,,,,,,,,,,,,,,,,Male,,31,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,CNBS|MotionTiming,,
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,186,TRUE,1/23/2019 16:31,R_vdjiF21kHqMjTQ5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,17.368,0,51,100,Billy,One,I neither agreed nor disagreed - either Billy or Suzy caused them to be able to start the car equally. ,,,,,,,,,,Female,,28,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,156,TRUE,1/23/2019 16:31,R_3qex34GrDI8vTxp,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,29.2,0,50,50,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",They are both equally involved,Female,,57,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCNSB|BridgeTime
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,170,TRUE,1/23/2019 16:31,R_3Mbtivo87ccD27R,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,11.529,22.829,33.799,6,51,51,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","I thought about it purely technically, part of the weight was put on the bridge by Billy so he is partly the cause of the collapse. but not completely.",Male,,36,No,Asian,Train,FL_26,,,TrainRelevance|TrainCause,,,TCNBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:31,IP Address,,100,197,TRUE,1/23/2019 16:31,R_2TAJ46xp2E4hXiG,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,42.156,0,5,86,Billy,One,"Suzy had bought a battery, so even if Billy did get one on his own, they would've been able to start the car. So the fact that Billy stole the battery to use becomes a moot point.",,,,,,,,,,Female,,44,No,Asian,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,138,TRUE,1/23/2019 16:31,R_24Dh0UB4WHepifF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,29.344,0,50,92,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","I do not agree, Billy had no knowledge of the condition of the bridge & acted in normal fashion.",Male,,36,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCNBS|BridgeTime
1/23/2019 16:29,1/23/2019 16:31,IP Address,,100,172,TRUE,1/23/2019 16:31,R_3kLC5Q31oJEab3Q,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,33.011,0,82,71,Neither Billy nor Suzy,One,"I agree that they both were responsible for being able to start the car since they both bought the battery, unaware of the other doing the same thing. Had neither of found the battery, then both would have done something wrong. Had just one of them found a battery, then one would have done something right and the other neither right nor wrong.",,,,,,,,,,Male,,29,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNBS|BaTiming,
1/23/2019 16:26,1/23/2019 16:31,IP Address,,100,299,TRUE,1/23/2019 16:31,R_pFMzPzPh5N7O9QB,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,30.12,0,50,0,Neither Billy nor Suzy,Either train is heavy enough on its own to break the bridge.,"There was a mechanical failure with the lights. Neither person is guilty for driving on the bridge. On the other hand, the bridge itself was defective and would have collapsed no mater which train drove on the bridge. There is fault in this scenario but it does not lie with either person.",Male,,62,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TDNBS|BridgeTime
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,75,TRUE,1/23/2019 16:32,R_3jU4QuKvjXkE67S,,,,,,,anonymous,EN,Yes,0,0,1.235,0,48,51,Both Billy and Suzy,Neither Billy nor Suzy|Billy|Suzy|Both Billy and Suzy,1 or more,Because he is the one that caused it to go off. ,,,,,,,,,,,,,,,,,,,Female,,27,Yes,White,Motion,FL_23,MotionCause|MotionRelevant,,,DVBS|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:32,IP Address,,100,123,TRUE,1/23/2019 16:32,R_2xKJE3tfmxoZNBh,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,29.145,0,,,Neither Billy nor Suzy,One,"Billy made an action that allowed them to start the car, but so did Suzy so I chose a middle answer.",,,,,,,,,,Female,,31,No,Black or African American,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDNBS|BaTiming,
1/23/2019 16:29,1/23/2019 16:32,IP Address,,100,184,TRUE,1/23/2019 16:32,R_2rCkhShzqdTlxrK,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,46.712,0,100,100,Billy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",Because he had the red signal to stop and ignored the signal.,Female,,49,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TCVBS|BridgeTime
1/23/2019 16:27,1/23/2019 16:32,IP Address,,100,274,TRUE,1/23/2019 16:32,R_vH3DhkDp2LJMhI5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,39.85,43.734,49.108,2,52,51,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",The facts provided in the story.  Story doesn't give enough information to blame Billy.,Female,,35,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCNSB|BridgeTime
1/23/2019 16:28,1/23/2019 16:32,IP Address,,100,201,TRUE,1/23/2019 16:32,R_22JkfjRJp5u5q5w,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,33.601,0,40,60,Both Billy and Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.",In a sense Billy is responsible because he was 1/2 of the problem. Without Suzy he would be fine. So he cannot be entirely responsible.,Male,,31,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TCNSB|BridgeTime
1/23/2019 16:28,1/23/2019 16:32,IP Address,,100,203,TRUE,1/23/2019 16:32,R_87wxNzC40g7KFvX,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,35.211,0,76,34,Neither Billy nor Suzy,One,"Obtaining at least one battery was necessary, and Billy contributed to that, so he contributed to causing the car to start but may not have been the whole cause.",,,,,,,,,,Male,,43,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDNSB|BaTiming,
1/23/2019 16:29,1/23/2019 16:32,IP Address,,100,155,TRUE,1/23/2019 16:32,R_6xjJCj60mJSJtxn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0.947,14.183,26.458,4,100,100,Billy,Either train is heavy enough on its own to break the bridge.,billy had the red light but proceeded anyway. ,Male,,52,No,White,Train,FL_26,,,TrainCause|TrainRelevance,,,TDVBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:32,IP Address,,100,243,TRUE,1/23/2019 16:32,R_2whKlIOxqylfxdy,,,,,,,anonymous,EN,Yes,19.368,28.597,38.401,2,19,75,Both Billy and Suzy,Suzy|Neither Billy nor Suzy|Both Billy and Suzy|Billy,2 or more,Motion detector goes off if there are 2 people .this is why this is billy and suzy's fault,,,,,,,,,,,,,,,,,,,Male,,31,No,Asian,Motion,FL_23,MotionRelevant|MotionCause,,,CNSB|MotionTiming,,
1/23/2019 16:26,1/23/2019 16:32,IP Address,,100,365,TRUE,1/23/2019 16:32,R_6tfRxR8r4oXjU3L,,,,,,,anonymous,EN,Yes,0,0,174.744,0,50,100,Billy,Both Billy and Suzy|Suzy|Neither Billy nor Suzy|Billy,1 or more,"I chose ""neither agree nor disagree"" because either Billy or Susie, or BOTH, caused the motion detector to go off. I could not agree or disagree with the statement.",,,,,,,,,,,,,,,,,,,Male,,60,No,White,Motion,FL_23,MotionRelevant|MotionCause,,,DVBS|MotionTiming,,
1/23/2019 16:29,1/23/2019 16:32,IP Address,,100,176,TRUE,1/23/2019 16:32,R_1Qv0vggxCdIDbKs,,,,,,,anonymous,EN,Yes,3.612,10.076,40.925,2,51,100,Billy,Neither Billy nor Suzy|Suzy|Both Billy and Suzy|Billy,2 or more,"Because the motion detector was set to go off when two or more people were in the room, both Billy and Suzy were equally responsible for it being triggered.",,,,,,,,,,,,,,,,,,,Female,,57,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CVSB|MotionTiming,,
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,113,TRUE,1/23/2019 16:32,R_31gW7LhNQoj2yhL,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,26.78,0,51,100,Billy,Two,he did help but not in the right way since he stole the battery he needed. ,,,,,,,,,,Male,,35,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCVBS|BaTiming,
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,94,TRUE,1/23/2019 16:32,R_etZVVyHfpZRdHb3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,20.795,0,19,29,Billy,Two,Billy was only 50% responsible as he only got 1 battery when the car required 2,,,,,,,,,,Female,,25,No,"Native Hawaiian or Other Pacific Islander,White",Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCVBS|BaTiming,
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,138,TRUE,1/23/2019 16:32,R_yIOgKI9KlJqoV8d,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,2.006,26.51,35.903,30,8,62,Neither Billy nor Suzy,Either train is heavy enough on its own to break the bridge.,Fate.,Male,,32,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TDVBS|BridgeTime
1/23/2019 16:28,1/23/2019 16:32,IP Address,,100,247,TRUE,1/23/2019 16:32,R_2SJKv9NRitG6rdj,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,87.459,0,38,29,Billy,Either train is heavy enough on its own to break the bridge.,BILLY COULD HAD WAIT UNTIL SUZY CROSS SHE WAS GREEN ON HER SIDE.,Female,,59,,Black or African American,Train,FL_26,,,TrainRelevance|TrainCause,,,TDVBS|BridgeTime
1/23/2019 16:27,1/23/2019 16:32,IP Address,,100,279,TRUE,1/23/2019 16:32,R_u9emc9fU5dTA59L,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,36.635,0,81,22,Neither Billy nor Suzy,One,"They were acting without knowledge of the other and both acquired the single battery that was required to start the car. That action caused the car to be able to start. Which of the batteries might have been connected to the ""1"" slot, and that there is second battery at all, is irrelevant.",,,,,,,,,,Male,,30,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDNSB|BaTiming,
1/23/2019 16:31,1/23/2019 16:32,IP Address,,100,83,TRUE,1/23/2019 16:32,R_2781If8XbAQxOSJ,,,,,,,anonymous,EN,Yes,0,0,15.661,0,56,44,Neither Billy nor Suzy,Suzy|Neither Billy nor Suzy|Billy|Both Billy and Suzy,2 or more,"He was at least partially the cause of it, but not entirely.",,,,,,,,,,,,,,,,,,,Male,,30,No,White,Motion,FL_23,MotionCause|MotionRelevant,,,CNSB|MotionTiming,,
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,140,TRUE,1/23/2019 16:32,R_2du51jNN2FptT9s,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,21.298,0,100,100,Billy,One,he stole the battery to use,,,,,,,,,,Female,,41,No,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaDVBS|BaTiming,
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,108,TRUE,1/23/2019 16:32,R_3M4LqYyFFZp6AvJ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,0,0,10.27,0,19,59,Neither Billy nor Suzy,"Neither train is heavy enough on its own to break the bridge, but both together will be too heavy for it.","His actions caused it, but not Billy himself. To say that Billy caused it is to assume that Billy deliberately collapsed the bridge, which he did not.",Male,,28,No,White,Train,FL_26,,,TrainRelevance|TrainCause,,,TDNSB|BridgeTime
1/23/2019 16:30,1/23/2019 16:32,IP Address,,100,142,TRUE,1/23/2019 16:32,R_3kpnanSuvkLVtLK,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,30.932,0,81,75,Neither Billy nor Suzy,Two,He played a part in them being able to start the car. ,,,,,,,,,,Female,,38,No,"Asian,Black or African American",Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaCNSB|BaTiming,
1/23/2019 16:31,1/23/2019 16:32,IP Address,,100,76,TRUE,1/23/2019 16:32,R_CgI0tLZ2rO5b1ol,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,22.771,0,0,92,Billy,One,Billy stole when she went to a store to get one,,,,,,,,,,Male,,30,No,White,Battery,FL_24,,BatteryRelevance|BatteryCause,,,BaDVBS|BaTiming,
1/23/2019 16:26,1/23/2019 16:32,IP Address,,100,380,TRUE,1/23/2019 16:32,R_pF3sCygzofJze3n,,,,,,,anonymous,EN,Yes,,,,,,,,,,,0,0,44.98,0,69,72,Billy,One,the actions of bill,,,,,,,,,,Female,,,Yes,White,Battery,FL_24,,BatteryCause|BatteryRelevance,,,BaCVSB|BaTiming,
