ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,ProfManip,LeverManip,control,altTime_1,altTime_2,altTime_3,altTime_4,outcomeChange,Agent_cause_8,Object_cause_8,control1_1,control1_2,control1_3,control2_1,control2_2,control2_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BL-Manipulation,DO-BL-CausationQuestions,DO-Q-Conform,LocationLatitude,LocationLongitude,LocationAccuracy
R_20M7bpvvgSFeaIj,Default Response Set,Anonymous,,,,0,1/20/2017 11:53,1/20/2017 11:56,1,1,1,1,1,0,0,40.983,0,"One other student would have gotten a pencil, but the next student still would have had the same situation.  He followed directions and the rules, and did nothing wrong or anything that really changed the outcome for a future student.",,,6.252,6.252,60.436,1,16,0,0,1,1,,1,1,,1,39,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_25AyvTzqF43pV0q,Default Response Set,Anonymous,,,,0,1/20/2017 11:56,1/20/2017 11:57,1,1,1,1,1,0,0,3.993,0,The student would have had a pencil available.,,,2.297,2.297,15.892,1,19,100,1,1,,,1,,,1,22,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2TnT0BnrpovOJCd,Default Response Set,Anonymous,,,,0,1/20/2017 11:52,1/20/2017 11:57,1,1,1,1,1,0,0,88.213,0,"Either there would be one more pencil left or if he pulled the white lever, he'd have broken the last pencil. The student would've had a pencil to take their test if the professor decided not to pull any lever. ",,,14.092,14.092,86.349,1,18,10,0,1,1,,1,1,,2,45,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2eRVcK5wN2aQEyg,Default Response Set,Anonymous,,,,0,1/20/2017 11:52,1/20/2017 11:57,1,1,1,1,1,94.109,94.109,95.365,1,PROFESSOR SMITH COULD HAVE DECIDED NOT TO TAKE A PENCIL FROM THE VENDING MACHINE. IF PROFESSOR SMITH DID NOT TAKE A PENCIL FROM THE VENDING MACHINE THERE WOULD HAVE BEEN ONE LEFT FOR THE STUDENT THAT DESPERATELY NEEDED ONE FOR THE TEST. ,,,1.918,110.422,112.879,3,19,70,0,1,1,,1,1,,1,33,2,,,,1,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3NBMIOj967SqGjb,Default Response Set,Anonymous,,,,0,1/20/2017 11:51,1/20/2017 11:58,1,1,1,1,1,0,0,87.088,0,,Perhaps there would be no pencils left for the red lever or the other professor pulled the black lever first and so got the pencil before the red lever was pulled. Or if the lever just didn't work the black lever would've been used twice.,,1.657,74.861,102.73,3,17,40,0,1,1,,1,1,,2,27,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1j9XY5bBioOKT19,Default Response Set,Anonymous,,,,0,1/20/2017 11:54,1/20/2017 11:58,1,1,1,1,1,0,0,41.04,0,,,professor smith and a sudent both needed pencils.they got the last  2 pencils in the machine. another student needed a pencil but there were no more in the machine,21.565,98.416,101.541,2,,0,0,1,1,,1,,1,1,40,2,,,,1,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3n4QEZnvZaaqIdH,Default Response Set,Anonymous,,,,0,1/20/2017 11:53,1/20/2017 11:59,1,1,1,1,1,0,0,146.774,0,,,There is a machine that gets out erasers and pencils for the workers in that department and mostly for the students who are having tests. two of the workers took out the last two pencils and a student who is having test didn't find a pencil to do his test which is a real problem for him/her.,17.808,78.986,114.791,4,,60,1,1,1,1,1,1,,2,34,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_23ddLtr8GUa5OFt,Default Response Set,Anonymous,,,,0,1/20/2017 11:56,1/20/2017 12:00,1,1,1,1,1,0,0,57.525,0,,"If the red lever would not have produced a pencil there would still be one pencil in the machine left for the stuent. The only issue is, the red lever doesn't work so the student would use the white lever and get an eraser and a broken pencil. ",,4.816,66.911,69.627,2,17,4,2,1,1,,1,1,,2,27,2,,,,1,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3rH7gcJGueVG5wo,Default Response Set,Anonymous,,,,0,1/20/2017 11:55,1/20/2017 12:01,1,1,1,1,1,0,0,69.96,0,,"Things could have gone differently if the machine did not produce the pencil because then the student would've had the pencil instead of the teacher, which means the teacher could have chose  a different option and the student would've been able to complete their exam.",,38.285,43.733,136.801,2,19,0,0,1,1,,1,,,2,23,2,,,,1,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_QacTxPHYFaaxOgh,Default Response Set,Anonymous,,,,0,1/20/2017 11:56,1/20/2017 12:01,1,1,1,1,1,0,0,43.752,0,,"If the machine was already out of pencils the red lever would not have produced a pencil. If the red lever malfunctioned and broken a pencil like the white lever did, it would have also caused a problem. The professor would then try the black lever.",,9.353,80.727,91.977,3,17,8,7,1,1,,1,1,,2,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_31ZSDsyPd4Uv7Dq,Default Response Set,Anonymous,,,,0,1/20/2017 11:55,1/20/2017 12:01,1,1,1,1,1,0,0,122.582,0,If Professor Smith had not taken a pencil from the machine the student who needed one might still have got it from the machine.,,,1.685,76.064,97.975,3,18,85,50,1,1,,1,,,1,46,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_XZzf1Bd5jOzL02t,Default Response Set,Anonymous,,,,0,1/20/2017 11:54,1/20/2017 12:01,1,1,1,1,1,0,0,136.302,0,,"whole machine could of broke, and maybe could of only popped out erasers. They should called over the janitor or called the number who makes the machines to fix the problem.",,1.299,148.603,221.449,4,16,6,89,1,1,,1,,,1,29,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3QQy8HQxybJ3LeW,Default Response Set,Anonymous,,,,0,1/20/2017 11:58,1/20/2017 12:02,1,1,1,1,1,0,0,47.929,0,"If Professor Smith had not taken the pencil then the student who needed to take a test, would have been able to get a pencil. The student probably was able to borrow a pencil from someone else, but it was a bigger hassle than it needed to be.",,,10.137,10.137,69.929,1,18,76,50,1,,1,1,,,2,27,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1OqSQMFReGQJPG1,Default Response Set,Anonymous,,,,0,1/20/2017 11:59,1/20/2017 12:02,1,1,1,1,1,0,0,43.262,0,"The student would highly likely get what they needed. the professor could have pulled the white lever as well. the professor likely might not forgive the student, not knowing the machine difficulty.",,,2.319,2.319,89.717,1,17,26,83,1,1,,1,,,1,51,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1Cw5WuCK55Q9TvE,Default Response Set,Anonymous,,,,0,1/20/2017 12:02,1/20/2017 12:03,1,1,1,1,1,0,0,1.095,0,,There would be no vending machine to produce the red lever,,0.714,7.348,24.735,2,18,44,59,1,,,,,1,1,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3PjbaHjIkoi9qrG,Default Response Set,Anonymous,,,,0,1/20/2017 11:57,1/20/2017 12:04,1,1,1,1,1,0,0,114.137,0,,,"A machine was placed to dispense pencils and erasers. The eraser lever malfunctioned send out both pencil and eraser but breaking the pencil. A new hire was told he could not use the machine for either pencil or eraser. He and another employee, who was allowed to get pencils and erasers from the machine, went to the machine to get a pencil. Both got a pencil, and they were the last two pencils available. A student needed the pencil for a test but none were left.",3.053,97.79,151.604,8,,90,0,1,1,,1,1,,1,38,2,1,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2DTikInQnFjHG2m,Default Response Set,Anonymous,,,,0,1/20/2017 11:57,1/20/2017 12:04,1,1,1,1,1,8.327,9.571,77.115,2,,,"A vending machine sells pencils & erasers often malfuntions.  A teacher & assistant bought the last 2 pencils in the machine; it doesn't malfunction, these just happen to be the last two pencils in the machine.  later, a student desperately needs a pencil, but there aren't any left in the machine.",11.56,11.56,203.813,1,,0,0,1,1,,1,1,,2,55,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_diMMtMIgc2rLpF7,Default Response Set,Anonymous,,,,0,1/20/2017 11:52,1/20/2017 12:04,1,1,1,1,1,0,0,611.049,0,I am not sure. I think he probably made the decision that he thought was best.,,,42.967,42.967,58.25,1,17,81,76,1,,,1,,,2,27,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3ElEBz4lQ5SM4g2,Default Response Set,Anonymous,,,,0,1/20/2017 12:01,1/20/2017 12:04,1,1,1,1,1,0,0,39.52,0,If the professor had made an inventory that notified you when it was low ,,,16.618,16.621,38.362,2,17,62,10,1,1,,1,1,,2,22,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3jfEhfOwBezu4ij,Default Response Set,Anonymous,,,,0,1/20/2017 12:02,1/20/2017 12:04,1,1,1,1,1,2.343,2.343,56.169,1,,,Someone wanted a pencil from the machine but there were none left because they were all dispensed. Story felt repetitive and like it contained false information. I am curious to see how this survey progresses.,2.626,2.626,39.037,1,,11,15,1,1,,1,1,,1,27,2,,1,,,,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2ykDFeNxZ3Z0Yo4,Default Response Set,Anonymous,,,,0,1/20/2017 12:01,1/20/2017 12:06,1,1,1,1,1,0,0,67.849,0,,,"A Philosophy Department purchased a vending machine for office supplies.  Assistants and Professors can dispense supplies from the machine by pulling levers.  The white lever dispenses erasers along with a pencil, but breaks the pencil in the process.  A student really needed a pencil for a test, but the last two pencils had been previously dispensed by Professor Smith and an assistant.",1.263,1.831,149.009,2,,1,1,1,,1,1,1,,2,40,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2YhvH0zd0lTNbnI,Default Response Set,Anonymous,,,,0,1/20/2017 12:02,1/20/2017 12:06,1,1,1,1,1,2.789,4.652,62.862,2,,,"There is a vending machine in the philosophy department that either dispenses pencils (red or black lever) or an eraser (white lever). The white lever malfunctions a lot, dispensing both an eraser and a broken pencil. It's mainly for students, but since it is usually well-stocked professors and assistants can get a pencil. A new professor and an assistant each get a pencil, and those are the last two pencils. This leaves a student unable to obtain a pencil to use on their exam.",3.482,3.482,109.722,1,,25,0,1,1,,1,1,,2,41,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2ARTPKEoPyOVr5E,Default Response Set,Anonymous,,,,0,1/20/2017 12:03,1/20/2017 12:06,1,1,1,1,1,0,0,43.678,0,If Professor Smith had not taken a pencil there would have been enough for the student.  The student could take an eraser and get a pencil in the process.  I know it is broken but maybe it will still write,,,13.345,13.345,52.056,1,18,0,0,1,1,,1,1,,2,49,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3DoMjXowwmcTY7H,Default Response Set,Anonymous,,,,0,1/20/2017 11:58,1/20/2017 12:06,1,1,1,1,1,0,0,132.894,0,,,TWO PROFESSORS PULLED THE R5ED AND BLACK LEVER TO GET ITEMS. THEN A STUDENT WENT TO GET A PENCIL THE TWO LEFT ARE GONE NOT SURE HOW,6.241,6.241,110.636,1,,1,3,1,1,,1,1,,1,46,2,1,,,1,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2rC0aFE3XVcpxxx,Default Response Set,Anonymous,,,,0,1/20/2017 12:06,1/20/2017 12:11,1,1,1,1,1,0,0,83.387,0,,"Possibly if the red lever and the white lever were pulled at the same time, the white lever's malfunction might lead to the pencil produced by the red lever to be broken in half",,1.809,2.314,84.848,2,16,0,0,1,1,,1,1,,2,30,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1dahWB8ku7UxmLy,Default Response Set,Anonymous,,,,0,1/20/2017 11:59,1/20/2017 12:11,1,1,1,1,1,47.427,62.7,133.275,5,,,There is a vending machine that holds office supplies for staff  and students. There are usually enough pencils for all the students when taking tests but one of the levers usually malfunctions and breaks the pencils. The professor and his assistant need pencils and end up taking the last 2 pencils right before a student desperately needs one for a test. ,66.962,282.251,293.103,4,,1,1,1,1,,1,1,,2,34,1,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3J4WIjklUwZjIwM,Default Response Set,Anonymous,,,,0,1/20/2017 12:08,1/20/2017 12:11,1,1,1,1,1,0,0,47.134,0,,It could of not given a pencil or even have broken the pencil. It might of not produced one at all.,,1.577,1.577,33.581,1,16,10,11,1,1,1,1,1,,2,31,1,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1qfDJsucytQo80y,Default Response Set,Anonymous,,,,0,1/20/2017 12:10,1/20/2017 12:13,1,1,1,1,1,5.112,5.112,92.277,1,"If the professor did not take a pencil, the outcome would be the same after the next person does. The vending machine would have ran out of pencils.",,,1.033,10.317,48.7,2,16,0,5,1,1,1,1,1,,1,31,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1dlZOPRCaz1bNml,Default Response Set,Anonymous,,,,0,1/20/2017 12:08,1/20/2017 12:14,1,1,1,1,1,0,0,59.936,0,Professor Smith could have brought his own pencil. He wouldn't have needed to resort to the vending machine that was described as always being well-stocked but this time wasn't.,,,32.643,168.925,200.567,2,18,0,0,1,1,,1,1,,1,63,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_WveCNGz7BwFu6sh,Default Response Set,Anonymous,,,,0,1/20/2017 12:05,1/20/2017 12:14,1,1,1,1,1,0,0,125.18,0,,"The red lever produces a pencil when pulled down, if the red lever was broken it would be able to produce any pencils. Them means that one of the staff faculty wouldn't get a pencil, which might mean the student in desperate need of a pencil might get it.",,45.337,228.686,244.972,5,18,10,50,1,1,,1,1,,1,23,1,1,,,,,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1OCz1ysHdr8nz8U,Default Response Set,Anonymous,,,,0,1/20/2017 12:08,1/20/2017 12:14,1,1,1,1,1,32.423,112.432,114.438,3,,,A vending machine in a university dispense pencils and erasers. The eraser  lever malfunctions. There is a shortage of pencils: only two left.,29.106,154.021,155.376,8,,0,0,1,1,,1,1,,2,44,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2CZGwpvZLTYT0Wl,Default Response Set,Anonymous,,,,0,1/20/2017 12:09,1/20/2017 12:17,1,1,1,1,1,0,0,78.975,0,"If Professor Smith had brought his own pencils, or asked to borrow one from another staff member, he would not have needed to take a pencil from the vending machine.  If Professor Smith had not taken a pencil for himself, the student in need could have gotten one for himself and the test he had to take.",,,46.421,46.421,249.757,1,18,45,55,1,1,,1,1,,2,36,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3qe59DQ1X5uJztW,Default Response Set,Anonymous,,,,0,1/20/2017 12:15,1/20/2017 12:18,1,1,1,1,1,0,0,2.302,0,The event might not have happened. It was a chain reaction it seems.,,,16.293,16.293,50.133,1,18,0,0,,1,,1,,,2,22,2,,1,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_AoKhDhnnKyqDG25,Default Response Set,Anonymous,,,,0,1/20/2017 12:11,1/20/2017 12:19,1,1,1,1,1,0,0,86.381,0,"If Professor Smith did not take the pencil from the vending machine, there would have been a pencil available for the student.  The student might have failed the test and had to retake if there was no pencil available.  ",,,1.53,176.62,263.012,4,18,38,32,1,1,,1,1,,2,45,2,,1,,,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2QheKnLHIbRWgf7,Default Response Set,Anonymous,,,,0,1/20/2017 12:12,1/20/2017 12:20,1,1,1,1,1,0,0,133.469,0,The student who needed a pencil would have been able to get one from the vending machine as long as no one else had arrived before the student.,,,31.28,70.592,143.098,4,17,10,1,1,,1,1,1,,1,63,1,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2xKkGv03zlRzYtC,Default Response Set,Anonymous,,,,0,1/20/2017 12:17,1/20/2017 12:20,1,1,1,1,1,0,0,53.246,0,,,"There is a vending machine that gives out pencils and erasers at a University; however, the machine is broken. Faculty is allowed to use the machine, but they take the last pencils when a student needs one for a test.",3.415,50.803,93.094,4,,0,0,1,1,,1,,,1,46,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3JwNy6gkMTJj9AA,Default Response Set,Anonymous,,,,0,1/20/2017 12:12,1/20/2017 12:21,1,1,1,1,1,0,0,405.492,0,,,Kids need pencils for school. Kids use mostly pencils when at school.,3.819,13.831,47.755,2,,33,52,1,,,,,1,2,24,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1IuAxPLqVOHW7xI,Default Response Set,Anonymous,,,,0,1/20/2017 12:11,1/20/2017 12:21,1,1,1,1,1,0,0,365.081,0,"The administrative assistant could have pulled the white lever to get an eraser and a pencil and since the pencil would be broken in half, they could have sharpened one half and each would have a pencil to use.  If Professor smith had not taken a  pencil, the student would have been able to get one.  ",,,28.858,154.627,170.039,6,19,10,0,1,1,,1,1,,2,37,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3gN9ivTm2iCNq7S,Default Response Set,Anonymous,,,,0,1/20/2017 12:19,1/20/2017 12:23,1,1,1,1,1,0,0,60.701,0,"If Professor Smith had decided to not take a pencil, the outcome of the situation could have possibly been different.  Depending on whether or not someone else came to the vending machine before the student who needed a pencil for their test, the outcome could have potentially been the same. If not, the student would have had a pencil for their test.  However, it was mentioned that there are other ways for students to get pencils for their tests and somewhere there is a supply of them to refill the machine. ",,,12.914,12.914,118.095,1,17,50,0,1,1,,1,1,,2,39,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_t07aYQuTb8f02pb,Default Response Set,Anonymous,,,,0,1/20/2017 12:22,1/20/2017 12:26,1,1,1,1,1,0,0,63.703,0,,"If there had been one less pencil in the machine the the red lever would have ""malfunctioned"" and not produced a pencil because there would not have been any available for it to give",,22.533,22.533,72.227,1,16,0,0,1,1,,1,1,,2,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2V4KLh3h1eTtSFy,Default Response Set,Anonymous,,,,0,1/20/2017 12:26,1/20/2017 12:26,1,1,1,1,1,0,0,1.05,0,,you could have tried a different method,,1.024,1.024,11.387,1,17,24,53,,1,,,1,,1,27,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_zVJ5ijmuprKx6Hn,Default Response Set,Anonymous,,,,0,1/20/2017 12:24,1/20/2017 12:27,1,1,1,1,1,3.323,19.83,43.906,2,If he had not taken a pencil the student that really needed on would of been able to get one as long as they did not pull the white lever.  If they pulled the white lever then the last pencil would break and they would be screwed.,,,2.812,2.812,41.715,1,18,0,0,1,1,,1,,,1,31,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1dnrdrt2yg6M8BQ,Default Response Set,Anonymous,,,,0,1/20/2017 12:24,1/20/2017 12:28,1,1,1,1,1,28.966,38.344,72.796,2,,,the philosophy department bought vending machines that hold pencils. The levers on the machine are black red and white. The white lever frequently malfunctions.  /  / One day a professor and his assistant get the last two pencils from the machine and this leads to a problem for a student who needs pencils for a test. ,3.958,56.798,115.426,3,,9,5,1,1,,1,1,,1,65,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_279WhsYOTXGGjvj,Default Response Set,Anonymous,,,,0,1/20/2017 12:25,1/20/2017 12:28,1,1,1,1,1,0,0,53.162,0,"If Professor Smith hadn't taken a pencil then the next student that desperately needed a pencil might have been able to get one from the machine.  However, Professor Smith then wouldn't have a pencil he likely needed.",,,13.247,13.247,63.457,1,18,11,0,1,1,,1,1,,1,26,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1nMy9KZKxRLtKO5,Default Response Set,Anonymous,,,,0,1/20/2017 12:26,1/20/2017 12:31,1,1,1,1,1,0,0,58.399,0,,"The red lever could have been broken. For example, and internal mechanism that pushes the pencil out could have malfunctioned, or the lever itself could have have not worked. Maybe at some point someone pulled to hard and broke a spring or something. If the red lever had not produced a pencil, the pencil would have stayed in the machine until someone cam along and pulled the black or white levers, assuming they still worked.",,12.709,12.709,160.794,1,18,2,0,1,1,,1,1,,2,34,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_ehg7Uxqd73CkWUV,Default Response Set,Anonymous,,,,0,1/20/2017 12:34,1/20/2017 12:36,1,1,1,1,1,0,0,42.18,0,"I mean, he has a job so he should just buy pencils.  If he didn't take a pencil there would be one for the student and there wouldn't be an issue",,,1.075,1.075,33.013,1,17,73,7,1,1,,1,1,,1,26,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1jkzWrFSFxraC65,Default Response Set,Anonymous,,,,0,1/20/2017 12:25,1/20/2017 12:37,1,1,1,1,1,0,0,266.866,0,,Had the red lever not malfunctioned there would have been an extra pencil in the machine for the student who needed one. There would be less of a problem now.,,1.851,1.851,70.634,1,19,36,34,1,1,,1,1,,2,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3iOtEtiwzauFdCy,Default Response Set,Anonymous,,,,0,1/20/2017 12:34,1/20/2017 12:40,1,1,1,1,1,0,0,162.408,0,,,,8.238,49.726,53.71,27,,10,1,1,1,,1,1,,1,,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2afYB90RYUalLfL,Default Response Set,Anonymous,,,,0,1/20/2017 12:37,1/20/2017 12:41,1,1,1,1,1,2.292,2.292,69.333,1,,,"A professor pulled a red lever.  An assistant pulled a black lever.  Both got the pencil they wanted.  After that, there were no more pencils available when a student needed a pencil.",2.201,11.874,82.649,2,,0,0,1,1,,1,1,,1,47,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_6SDbf93dkmqTIsN,Default Response Set,Anonymous,,,,0,1/20/2017 12:34,1/20/2017 12:42,1,1,1,1,1,0,0,366.464,0,,,"There is a vending machine for pencils and erasers that students and faculty can use. The purpose of the machine is primarily to provide materials to students who are taking tests or exams, but also serves as a useful resource for faculty.",1.176,1.176,59.172,1,,0,0,1,1,,1,1,,1,20,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_31MJS0iOpKpgpaF,Default Response Set,Anonymous,,,,0,1/20/2017 12:38,1/20/2017 12:43,1,1,1,1,1,0,0,83.502,0,,,"In a supply vending machine in a philosophy department, pulling the black or red levers will give you a pencil. Pulling the white lever will give you an eraser, but often it malfunctions and also gives you a pencil that has broken. A new professor (who doesn't know about the issues with the machine) and another colleague pull the red and black levers at the same time and each get a pencil. They are the last pencils in the machine. A student comes along, desperately needing a pencil.",19.464,19.464,139.563,1,,4,10,1,1,,1,1,,2,45,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1E0z7gnNn16SERP,Default Response Set,Anonymous,,,,0,1/20/2017 12:39,1/20/2017 12:43,1,1,1,1,1,0,0,57.871,0,If professor Smith hadn't taken a pencil there would have been one left for the student who needed one.  I'm not sure why professor Smith would not have. ,,,11.19,11.19,69.178,1,18,0,0,1,1,,1,,,1,34,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3gYFidqsDoVcyfs,Default Response Set,Anonymous,,,,0,1/20/2017 12:40,1/20/2017 12:44,1,1,1,1,1,0,0,101.167,0,"A student would have easily gotten a pencil, that kid might fail a test because of Mr.Smith's selfishness. If he didn't grab a pencil maybe the student would had a happier life.",,,12.255,91.99,97.493,7,18,55,44,1,1,,1,1,,1,23,2,,,,1,,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3PsQ7Qcv1s9d4qo,Default Response Set,Anonymous,,,,0,1/20/2017 12:44,1/20/2017 12:47,1,1,1,1,1,4.468,59.484,61.296,9,,,"The red and the black levers give a pencil. The white lever is supposed to give an eraser, but malfunctions and gives an eraser and a broken pencil. Two professors took pencils, and then a student needed one and there were none left.",1.235,1.235,58.918,1,,0,0,1,1,,1,,,2,24,2,1,,,1,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1dgGyTYOkFJNo09,Default Response Set,Anonymous,,,,0,1/20/2017 12:41,1/20/2017 12:48,1,1,1,1,1,0,0,111.52,0,,,"A philosophy department has a vending machine that dispenses pencils (by pulling the red or black levers) and erasers (by pulling the white lever). However, the white lever usually malfunctions, delivering an eraser and a broken pencil. Prof Smith was hired by the department and told he could use the machine. One day, he and a departmental staffperson both requested pencils and the same time, Smith pulling the red lever while the staffperson pulled the black, giving them the last two pencils. Then a student desperate for a pencil pulled the white lever.",2.934,2.934,172.109,1,,0,0,1,1,1,1,1,,1,39,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_2OZKEYE7if4dqYS,Default Response Set,Anonymous,,,,0,1/20/2017 12:44,1/20/2017 12:49,1,1,1,1,1,0,0,1.979,0,,People who paid money would be upset. Not sure why it would not work.,,152.976,152.976,192.765,1,17,10,55,1,,,,,1,1,45,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1prI9B8pkJJVB2S,Default Response Set,Anonymous,,,,0,1/20/2017 12:43,1/20/2017 12:50,1,1,1,1,1,0,0,101.388,0,,IF THE RED LEVER HAD MALFUNCTIONED AND NOT PRODUCED A PENCIL THEN ODDS ARE BETTER THAT WHEN THE STUDENT ARRIVED AND TRIED THE RED LEVER IT MAY HAVE PRODUCED THE NECESSARY PENCIL.,,89.626,89.626,150.19,1,17,0,0,1,1,,1,1,,2,62,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_3hmzvdMhkuZYmZC,Default Response Set,Anonymous,,,,0,1/20/2017 12:47,1/20/2017 12:51,1,1,1,1,1,0,0,93.104,0,"If he had pulled the white lever to get an eraser, he may not have gotten a broken pencil (but likely would have). Had he just decided not to take one, there would have been one left over for the student.",,,5.144,18.795,60.718,2,17,10,10,1,1,,1,1,,2,37,2,,,,,1,,,ProfManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_1JDyqFgtCxyLOh2,Default Response Set,Anonymous,,,,0,1/20/2017 12:53,1/20/2017 12:57,1,1,1,1,1,0,0,1.397,0,,,It was unfair and not right. This was ridiculous behavior ,40.459,40.459,64.025,1,,52,1,1,,,,,1,2,26,1,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_AM9LTFcHRZmjuJb,Default Response Set,Anonymous,,,,0,1/20/2017 12:55,1/20/2017 12:59,1,1,1,1,1,0,0,70.93,0,,,"The machine ran out of pencils. Could and does happen everywhere, a vending machine goes empty of the product it dispenses. Someone dropped the ball and didn't refill the machine. ",10.283,10.283,49.398,1,,0,0,1,1,1,,1,,1,71,2,,,,,1,,,control|altTime|outcomeChange,Agent_cause|Object_cause,,,,
R_233tfRO29eqozBr,Default Response Set,Anonymous,,,,0,1/20/2017 12:54,1/20/2017 12:59,1,1,1,1,1,0,0,55.994,0,,If the red lever had not produced a pencil then only one of the professors would have gotten a pencil. The white lever could have malfunctioned so many times that there were no pencils in which the red lever's container. In this case both the professor and the student would be out of luck.,,1.31,115.555,129.836,5,16,0,0,1,1,,1,,,2,37,2,,,,,1,,,LeverManip|altTime|outcomeChange,Agent_cause|Object_cause,,,,
