ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,control,controlTime_1,controlTime_2,controlTime_3,controlTime_4,Object_cause_8,Agent_cause_8,control1_1,control1_2,control1_3,control2_1,control2_2,control2_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BL-CausationQuestions,DO-BL-Manipulation,DO-Q-Conform,LocationLatitude,LocationLongitude,LocationAccuracy
R_4UZ2Ftisg6k7co9,Default Response Set,Anonymous,,,,0,1/19/2017 20:07,1/19/2017 20:12,1,1,1,1,1,0,0,98.801,0,"A vending machine with multiple levers contains pencils and erasers for professors and students to use. One day, there was only two pencils which the professor and the assistant took. It was the day of a test and a student needed a pencil. The machine did not have any and this causes a problem.",5.79,44.515,88.32,6,0,0,1,1,,1,1,,1,26,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_0cxUAncqLo03EVX,Default Response Set,Anonymous,,,,0,1/19/2017 20:06,1/19/2017 20:12,1,1,1,1,1,2.498,12.314,21.936,4,"Previously, A new professor took all pencils from vending machine. A student  need a pencil for a test, but the pencils are gone from vending Machine.",79.496,177.128,187.659,5,0,0,1,1,1,1,1,,2,49,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_24NnPZdwyqMx5Wx,Default Response Set,Anonymous,,,,0,1/19/2017 20:05,1/19/2017 20:13,1,1,1,1,1,0,0,246.862,0,"There was a vending machine for pencils. A professor and the assisstant pulled a lever for a pencil. They were told the white lever almost always malfunctions, so don't press it. However, there were only a black and red lever. There was not a white lever on the vending machine. The assistant pulled a lever and the professor pulled a lever at the same time, they each got a pencil. They were the last two pencils in the vending machine. After that, a student needed a pencil. When they pulled the lever, nothing came out because it was empty. ",0.956,0.956,149.674,1,0,0,1,1,,1,1,,1,23,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_sTBIovBtac9SDT3,Default Response Set,Anonymous,,,,0,1/19/2017 20:11,1/19/2017 20:14,1,1,1,1,1,0,0,48.954,0,A vending machine that has both pencils and erasers has two levers that each one gives you one or both. But they malfunction alot. On a day of a test a professor used the machine it gave him both and a student was left without either / ,6.535,6.535,80.343,1,7,77,1,,1,1,1,,1,26,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_12Dv2fnbXw9fnud,Default Response Set,Anonymous,,,,0,1/19/2017 20:09,1/19/2017 20:15,1,1,1,1,1,0,0,55.012,0,Philosophy dept has a vending machine to keep track of office supplies. A black lever or red lever will produce a pencil. A white lever an eraser but it frequently malfunctions and produces both an eraser and a broken pencil. Professors are allowed to take pencils whenever they need them. One professor knew he could take pencils but not that the white lever malfunctions. He and an admin assistant pulled a black and red lever each and took the last two pencils. Then some poor student that needed a pencil couldn't get one and it caused a big problem,4.653,4.653,175.734,1,0,19,1,1,,1,1,,2,45,1,,,,,1,,,Object_cause|Agent_cause,,,,,
R_2ASa6mcEg8bOjKX,Default Response Set,Anonymous,,,,0,1/19/2017 20:07,1/19/2017 20:16,1,1,1,1,1,0,0,65.203,0,"A new professor and an administrative assistant both needed pencils.  The machine has three levers, two for pencils and one for a pencil and eraser.  The lever for the eraser malfunctions often and always breaks the pencil.  The professor and admin both got pencils without incident, but when a student tried to get a pencil there were none left.",9.148,9.148,208.278,1,0,0,1,1,,1,1,,1,37,1,1,,,,1,,,Object_cause|Agent_cause,,,,,
R_3MfKjprR1ACf4om,Default Response Set,Anonymous,,,,0,1/19/2017 20:12,1/19/2017 20:17,1,1,1,1,1,0,0,55.689,0,"There was a university that has a special vending machine for pencils and erasers. There are three levers on the vending machine to retrieve these items. A red or black lever will retrieve a pencil, the white lever will retrieve an eraser. There is a glitch with the machine. Sometimes the white lever malfunctions and will result in dropping an eraser and a pencil at the same time and the pencil may break in the process. /  / One time two professors needed pencils and they used the machine simultaneously, each pulling the red and black levers respectively and got their pencils. However, these were the last two pencils in the machine. A short while later a student arrived at the vending machine in dire need of a pencil but was out of luck. This caused a big problem for some reason.",3.941,3.941,176.683,1,,,1,1,,1,1,,1,36,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1eIZXGPtzAzZv9h,Default Response Set,Anonymous,,,,0,1/19/2017 20:10,1/19/2017 20:18,1,1,1,1,1,0,0,277.264,0,The department has a vending machining that gives pencils.  Red and black lever for pencils.  White for erasers.  The new professor and his assistant got the last two pencils.  One student needs one really bad and they are all gone.,2.775,2.775,104.336,1,0,20,1,1,1,1,1,,2,45,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_2ru5qlPD9nmce8K,Default Response Set,Anonymous,,,,0,1/19/2017 20:14,1/19/2017 20:18,1,1,1,1,1,0,0,35.698,0,A philosophy department at a small university has a vending machine that if you pull a lever you get a pencil or eraser. The machine frequently malfunctions and the pencil breaks in the process. A new professor was hired and he and an assistant went to get a pencil and got the last two. A student went to get one but didn't and that led to a serious problem.,30.576,30.576,146.655,1,0,5,1,1,,1,1,,2,36,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_3mmcTmhCG2sNXks,Default Response Set,Anonymous,,,,0,1/19/2017 20:14,1/19/2017 20:19,1,1,1,1,1,0,0,66.276,0,"there is a vending machine available that offers supplies such as pencils and erasers.  There are various levers to pull, but one consistently malfunctions.  Two professors pulled the levers and were able to get pencils and erasers, but when a student that needed to take an exam pulled the white lever, it malfunctioned.  This posed a real problem for her.",5.645,5.645,114.711,1,5,4,1,1,1,1,1,,2,31,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1dofh84rDsKM9uy,Default Response Set,Anonymous,,,,0,1/19/2017 20:15,1/19/2017 20:19,1,1,1,1,1,0,0,67.322,0,"A vending machine was used by people who are not officialy authorized to do so. In the end, someone who really needs the thing did not get it.",6.515,18.579,59.813,2,0,40,1,1,,1,1,,1,,,,,,,,,,Object_cause|Agent_cause,,,,,
R_1LRJ7WCgwba5Z8p,Default Response Set,Anonymous,,,,0,1/19/2017 20:13,1/19/2017 20:19,1,1,1,1,1,0,0,75.597,0,"The university bought a vending machine to dispense office supplies.  The pencils come out if you pull a red or black lever.  The white lever is supposed to give out erasers when pulled.  It malfunctions and gives an eraser and a pencil.  The pencil is always broken when it does this.  A professor and an administrative assistant pull the levers at the same time and both get their pencils.  This left the machine empty and a student, taking a test, cannot get a pencil when he needs it.",4.464,105.776,194.098,4,0,0,1,1,,1,1,,2,57,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_sX5My2iu6RDMm0F,Default Response Set,Anonymous,,,,0,1/19/2017 20:15,1/19/2017 20:19,1,1,1,1,1,0,0,60.524,0,"There is a vending machine that gives out pencils and erasers when a lever is pulled. The lever is broken and has a malfunction when students go to use it. When a newly hired professor goes to the vending machine with his assistant overcome the malfunction by pulling the black and white lever at the same time and get the last two pencil. When the students go try it, there are no more pencils left. ",6.859,6.859,116.073,1,60,19,1,1,1,1,1,,1,26,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_1CpRYRbFv40AREz,Default Response Set,Anonymous,,,,0,1/19/2017 20:18,1/19/2017 20:21,1,1,1,1,1,0,0,55.296,0,Vending machine for pencils. Pencils run out. Trouble?,1.508,1.508,21.639,1,50,20,1,,1,1,1,,1,31,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_2zHnrzSJpIDXx9E,Default Response Set,Anonymous,,,,0,1/19/2017 20:20,1/19/2017 20:21,1,1,1,1,1,0,0,2.044,0,Professor Smith was upset about some items that were purchased for his department that he did not feel were proper allocations of money.,0.919,0.919,29.48,1,47,1,1,,,1,,,1,30,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_bCniaQj7dMvnGvL,Default Response Set,Anonymous,,,,0,1/19/2017 20:22,1/19/2017 20:23,1,1,1,1,1,0,0,1.624,0,I read a really strange vignette about a professor and his use of pencils.,3.041,3.041,20.194,1,0,0,1,,,1,,,1,31,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1n901A47z3ZcNMf,Default Response Set,Anonymous,,,,0,1/19/2017 20:14,1/19/2017 20:23,1,1,1,1,1,0,0,101.448,0,"The school has a vending machine with pencils and erasers. If you pull the black or red lever you get pencils okay.  If you pull the white lever. The erasers will come out okay. But the pencils will be broken. The school staff has been told that they can use the machine too. The new professor, and a another professor use the machine. And get the last 2 pencils. A student next goes to use the machine. And finds out it is out of pencils.",16.534,302.494,322.693,7,50,50,1,1,,1,1,,1,56,2,,,,1,,,,Object_cause|Agent_cause,,,,,
R_3oTLWDytr9qDHTs,Default Response Set,Anonymous,,,,0,1/19/2017 20:22,1/19/2017 20:25,1,1,1,1,1,0,0,50.198,0,There is a vending machine that distributes pencils or erasers depending on which lever you press. Two of the faculty members press a black and red lever at the same time and get two pencils. A student is in desperate need of a pencil but the faculty members received the last two. ,2.564,2.564,52.883,1,0,0,1,1,,1,1,,2,27,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_A6Rsk1IEI31b6EN,Default Response Set,Anonymous,,,,0,1/19/2017 20:23,1/19/2017 20:25,1,1,1,1,1,55.354,55.354,56.095,1,the teachers took the last of the pencils.  Now there are no more pencils for this student.  The teacher who pulled the white lever should have pulled one of the other levers instead. ,1.047,1.047,54.25,1,14,17,1,1,1,1,1,,1,36,2,,1,,,1,,,Object_cause|Agent_cause,,,,,
R_31bEdbBy0Y9oeDr,Default Response Set,Anonymous,,,,0,1/19/2017 20:21,1/19/2017 20:26,1,1,1,1,1,0,0,98.711,0,"A pencil and erasure vending machine at a university tends to malfunction and wastes pencils.  Also, staff have free access to the machine.  Coincidentally, the administrator of the vending machine consumed the last pencil; leaving the machine empty when a student urgently needed a pencil   ",5.267,76.808,108.524,3,50,9,1,1,,1,1,,1,32,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1C8D2ILjPEnrJVe,Default Response Set,Anonymous,,,,0,1/19/2017 20:22,1/19/2017 20:28,1,1,1,1,1,184.787,187.57,71.606,3,"Basically what happened is a new teacher and an administrative assistant went to the pencil and eraser vending machine, and each pulled the lever for pencils. They each got one, but as those were the only two left, a student who needed one for an exam couldn't get one.",17.972,17.972,146.927,1,0,0,1,1,,1,1,,1,30,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1gbCvieKEVRrYHW,Default Response Set,Anonymous,,,,0,1/19/2017 20:25,1/19/2017 20:30,1,1,1,1,1,82.816,82.816,85.434,1,"There is a dispensing machine of pencils and erasers.  Pulling the red lever or the black lever will give you a pencil.  A white lever produces a pencil and an eraser, but most often breaks the  pencil in half.  Both an admin. assistant and a professor went to the machine, because they needed a pencil. One pulled a red lever, and one pulled a white lever, and they both got pencils. Then a student needed a pencil, and when she went to the machine, there were no more.",3.154,3.154,104.232,1,0,0,1,1,,1,1,,2,53,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_3KAwt91v9TGUqNf,Default Response Set,Anonymous,,,,0,1/19/2017 20:22,1/19/2017 20:31,1,1,1,1,1,0,0,149.567,0,"A philosophy department wanted to keep track of their stationaries and installed a vending machine.  The vending machine always malfunction but worked on the that a professor and a student needed pencil.  Both  got their pencils, but took the last two pencils.  Afterwards, a student needed a pencil to take a test, but was not able to get one.",15.178,15.178,209.914,1,19,40,,1,,1,,,2,53,2,,,,1,,,,Object_cause|Agent_cause,,,,,
R_3nkhS8zv1RmnfTX,Default Response Set,Anonymous,,,,0,1/19/2017 20:26,1/19/2017 20:32,1,1,1,1,1,60.601,60.601,62.192,1,philosophy dept at a small college has machine to dispense office supplies.  the students use it to get pencils for tests.  the white lever for erasers often malfunctions.  new professor goes with assistant to machine and they get the last 2 pencils.  student need pencil for test and their are none,7.113,157.418,160.887,7,2,68,1,1,,1,1,,1,60,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_3qBsm1FacSjPxKO,Default Response Set,Anonymous,,,,0,1/19/2017 20:27,1/19/2017 20:33,1,1,1,1,1,0,0,63.859,0,"There was initial background about how the vending machine dispenses pencils and erasers with emphasis on how the white lever frequently malfunctions.  Then the actual story mentions how a professor and an admin assistant both needed pencils and pulled on the black and red lever to get them.  They happened to be the last two pencils, so when a student came by later and tried to get a pencil, there were none left.  The story said this lack of pencil for the student would lead to a serious problem.",2.117,2.117,148.061,1,0,0,1,1,,1,1,,1,46,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_296tSlsQ1LKDyZz,Default Response Set,Anonymous,,,,0,1/19/2017 20:28,1/19/2017 20:33,1,1,1,1,1,0,0,44.778,0,A vending machine dispenses pencils when the black lever or the red lever is pulled.  There is also a white lever to dispense erasers.  The white lever malfunctions nearly every time it is pulled. /  / Two people needed pencils and they each pulled one of the black or red levers.  This depleted the machine of pencils.  Another person needed a pencil but was unable to get one as the machine was empty of pencils.,5.642,5.642,118.945,1,0,40,1,1,,1,,1,1,56,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_3qyZlG8uLL2tWto,Default Response Set,Anonymous,,,,0,1/19/2017 20:26,1/19/2017 20:33,1,1,1,1,1,66.341,135.004,144.173,8,"The philosophy dept. at a small university installed a vending machine to dispense office supplies (pencils and erasers)  There is a black lever and a red lever, both of which work properly and dispense pencils.  There is a white lever that is supposed to dispense erasers, but it also gives out a pencil (broken)  The students often need pencils for tests, but since there are enough supplies in the machine, professors are also allowed to use it.  Two professors went to the machine for pencils.  One pulled the black lever and one the red; they both got pencils.  A student went right after and there were no more pencils.",3.155,3.155,179.23,1,0,0,1,1,,1,1,,2,49,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_2wughIv4fDWgm8V,Default Response Set,Anonymous,,,,0,1/19/2017 20:26,1/19/2017 20:33,1,1,1,1,1,0,0,110.77,0,"The Philosophy Department at a small university purchased a vending machine that has pencils and erasers. If you pull a black or a red lever, it will give you a pencil. If you pull the third lever - the white one - it should give you an eraser, but it very often malfunctions and produces both a pencil (though broken) and an eraser. A new professor one day went to the vending machine and pulled a red lever since he wanted a pencil. Another professor at the same time also needed a pencil so he went and pulled a black lever. They both got their pencils. But those were the last pencils available, so when a student desperately needed a pencil, there were none left.",1.139,130.743,215.83,6,0,40,1,1,,1,1,,1,22,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1EWFZG99ytMjeP6,Default Response Set,Anonymous,,,,0,1/19/2017 20:29,1/19/2017 20:33,1,1,1,1,1,0,0,46.128,0,Two professors pulled the black and red lever and emptied the last two pencils out of a pencil & eraser vending machine. A student who needs a pencil for the test is now unable to procure one. This shortage in pencils may be explained by the white lever on the machine which dispenses erasers. This white lever almost always malfunctions because it breaks a pencil in the process of dispensing an eraser. The fact that the lever almost always malfunctions is not known.,8.014,136.851,186.325,3,,,1,1,1,1,1,,1,32,2,,1,,,,,,Object_cause|Agent_cause,,,,,
R_28ZhOLVyNOnm3Dj,Default Response Set,Anonymous,,,,0,1/19/2017 20:30,1/19/2017 20:34,1,1,1,1,1,30.909,31.649,65.917,2,"A professor was told that he could use a vending machine to get pencils.  The professor and his assistant both got a pencil from the machine, but those were the last two pencils.  Thereafter, a student tried to get a pencil from the machine but was unsuccessful, because there were no pencils left.  The student needed a pencil for a test, so this was a big problem.",4.983,4.983,91.914,1,0,0,1,1,,1,1,,1,41,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_25MB0mAUJGPB8t8,Default Response Set,Anonymous,,,,0,1/19/2017 20:21,1/19/2017 20:34,1,1,1,1,1,0,0,52.982,0,"Two professors took the last two pencils. When a student needed one, the machine was out of pencils. It did not malfunction for the professors.",5.325,5.325,33.41,1,1,65,1,1,,1,1,,1,22,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_3oSD8FtqKXXLzQC,Default Response Set,Anonymous,,,,0,1/19/2017 20:27,1/19/2017 20:35,1,1,1,1,1,0,0,91.807,0,A vending machine was placed in the philosophy department. Students and faculty were allowed to use the machine which had supplies such as pencils and erasers. You need to pull levers to get the machine to dispense. One of the levers tends to malfunction but there is usually more than enough supplies . A new professor joins the staff and can use the machine. One student needs a pencil and there are none left ,8.687,8.687,218.491,1,1,1,1,1,1,1,,1,1,59,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_qC9lBhJ5EBVi75v,Default Response Set,Anonymous,,,,0,1/19/2017 20:32,1/19/2017 20:35,1,1,1,1,1,0,0,51.653,0,By dispensing by error a pencil and an eraser thru the white lever...the machine has run out of pencils prematurely. So when the red and black were pulled that wprked properly and emptied the machine.  / ,5.645,5.645,63.543,1,5,4,1,1,,1,1,,2,38,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_QbwuB72DgOcUIdX,Default Response Set,Anonymous,,,,0,1/19/2017 20:27,1/19/2017 20:36,1,1,1,1,1,126.15,126.15,126.592,1,A school has a vending machine to give pencils and erasers to students and staff.  There are three different colored levers to pull on the machine.  Two staff members take the last pencils and now there is none for a student in need of one.  ,2.135,188.476,189.881,7,0,20,1,1,,1,1,,1,36,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_rkm3XzQfSF0SYSt,Default Response Set,Anonymous,,,,0,1/19/2017 20:33,1/19/2017 20:36,1,1,1,1,1,64.09,64.09,64.49,1,The vending machine was out of pencils. ,7.641,7.641,19.956,1,100,0,1,1,,1,1,,1,34,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_2aawb2xgyX0YP5u,Default Response Set,Anonymous,,,,0,1/19/2017 20:42,1/19/2017 20:47,1,1,1,1,1,0,0,141.902,0,two teachers needed pencils. they took the last 2 pencils. student needed one but didnt get one. they were gone.,2.627,19.443,48.137,2,2,1,1,1,,1,1,,2,28,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_WuJAFD2D7BgiJDr,Default Response Set,Anonymous,,,,0,1/19/2017 20:45,1/19/2017 20:48,1,1,1,1,1,45.556,45.556,46.576,1,"There are 3 levers in the vending machine. Black and red release pencils, white releases erasers. White usually malfunctions, and breaks a pencil in the process. A student is trying to get a pencil for her exam but they ran out because professors before her took the last pencils.",1.206,66.974,67.354,10,0,79,1,1,1,1,1,,2,20,2,,,,,,,1,Object_cause|Agent_cause,,,,,
R_PTItEU1OCtAsjQJ,Default Response Set,Anonymous,,,,0,1/19/2017 20:34,1/19/2017 20:51,1,1,1,1,1,0,0,225.832,0,A student buys a pencil out of a vending machine,39.157,45.736,52.27,2,42,69,1,,,1,,,2,22,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_2s1rEKS2Hsksixn,Default Response Set,Anonymous,,,,0,1/19/2017 20:48,1/19/2017 20:51,1,1,1,1,1,0,0,50.358,0,people can get pencils and erasers from a vending machine. the red and black levers give pencils and the white lever gives a pencil and an eraser. the vending machine ran out of pencils,4.608,4.608,69.146,1,31,0,1,1,,1,1,,2,47,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1rrGfuoje2Cdjp3,Default Response Set,Anonymous,,,,0,1/19/2017 20:43,1/19/2017 20:51,1,1,1,1,1,0,0,147.019,0,"At A Universtiy, a vending machine is installed to dispense pencils and erasers and to keep track of how many are used. A red or black lever gives you a pencil  A white lever gives you a eraser but often malfunctions and you can sometimes get both with the pencil broken.. A new professor, Smith was made aware of the machine but not of the malfunction of the white lever.  He and administrative assist both a lever, a red and black, and each get a pencil, but now the machine in empty and a student now needs a pencil.",8.265,78.997,223.406,4,0,0,1,1,,1,1,,2,55,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_8G7jKpY0aVupHWx,Default Response Set,Anonymous,,,,0,1/19/2017 20:41,1/19/2017 20:54,1,1,1,1,1,19.193,82.961,86.959,7,Pulling the two non-white levers at the same time made all the pencils disappear.,26.229,61.075,63.926,2,0,0,1,1,,1,1,,2,51,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_25YPHxK4juA59wy,Default Response Set,Anonymous,,,,0,1/19/2017 20:54,1/19/2017 20:57,1,1,1,1,1,1.171,5.003,5.73,3,There is a pencil vending machine for stupid that dispenses pencils and erasers.  Professor smith and an admin assistant went and got the last ones from the machine.   The students needed some later and it was out.,38.329,102.071,103.866,4,50,50,1,1,,1,1,,1,29,2,,,,,1,,,Object_cause|Agent_cause,,,,,
R_1E0dpDyv8gAbga1,Default Response Set,Anonymous,,,,0,1/19/2017 21:25,1/19/2017 21:28,1,1,1,1,1,0,0,66.708,0,There is a vending machine that dispenses pencils and erasers.  Two professors took the last two pencils.  A student desperately needed a pencil but there were none.  This is a problem.,4.093,37.57,47.594,2,5,36,1,1,,1,1,,1,31,2,,,,,1,,,Object_cause|Agent_cause,,,,,
