StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Conform_time_First Click,Conform_time_Last Click,Conform_time_Page Submit,Conform_time_Click Count,ProfManip,LeverManip,control,altTime_First Click,altTime_Last Click,altTime_Page Submit,altTime_Click Count,AgentCause,ObjectCause,control1,control2,Sex,Age,Eth,Race,FL_36_DO,FL_38_DO,FL_42_DO,Manipulation_DO
1/31/2019 13:35,1/31/2019 13:39,IP Address,,100,246,TRUE,1/31/2019 13:39,R_1GT6wLV317QXQJs,,,,,,,anonymous,EN,Yes,74.396,74.396,75.762,1,,,"An office supply vending machine that supplied erasers and pencils to students and faculty, ran out of pencils after two professors obtained the last ones.  Then a student, who needed one was unable to get one from the vending machine.",3.4,3.4,92.301,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,68,No,White,,,Objectcause,control|altTime
1/31/2019 13:35,1/31/2019 13:39,IP Address,,100,245,TRUE,1/31/2019 13:39,R_3FL5ewVBddDURBk,,,,,,,anonymous,EN,Yes,2.898,38.469,39.474,11,"If he had not taken a pencil then the student would have had a pencil to take the test. Also, maybe the Professer couldn't have talked to the administrative assistant not to take any pencils or ask them how many pencils they have so that they did not take anymore. ",,,9.94,144.975,146.134,2,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,47,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 13:36,1/31/2019 13:40,IP Address,,100,228,TRUE,1/31/2019 13:40,R_1jAHJcScjzGwxU6,,,,,,,anonymous,EN,Yes,38.04,38.04,39.22,1,,"I suppose the pencil could've gotten stuck or broken after pushing the red lever. Since the white lever produces broken pencils, it's not far-fetched to think that the red lever could start behaving this way as well. Either that, or maybe it produces an eraser instead, since perhaps the red and white lever have gotten their paths crossed.",,14.521,23.359,95.677,2,,The red lever,"The red lever,The black lever",,Female,20,Yes,"White,More than one Race",,Objectcause,,LeverManip|altTime
1/31/2019 13:35,1/31/2019 13:41,IP Address,,100,347,TRUE,1/31/2019 13:41,R_2f0t4iAm61nnASR,,,,,,,anonymous,EN,Yes,21.538,110.196,111.32,4,,If the red lever had not produced a pencil at the time the professor used it then the student who needed it desperately might have got it when she used the red lever to get a pencil.,,67.402,67.402,163.37,1,Professor Smith,,The red lever,Professor Smith,Female,45,No,Asian,,Agentcause,,LeverManip|altTime
1/31/2019 13:35,1/31/2019 13:43,IP Address,,100,478,TRUE,1/31/2019 13:43,R_2P1fXBz8oZsVpgi,,,,,,,anonymous,EN,Yes,0,0,27.978,0,Being a professor you would think that he could bring a pencil to work with him. It's like being a construction worker and not bringing a toolbox with you to work.  If he hadn't taken the pencil the student who needed one would have been able to take one. ,,,10.002,80.802,85.353,6,Professor Smith,,The white lever,Professor Smith,Male,29,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 13:41,1/31/2019 13:44,IP Address,,100,171,TRUE,1/31/2019 13:44,R_1IjcJA1w6Vm01Q5,,,,,,,anonymous,EN,Yes,0,0,52.8,0,,,"A vending machine dispenses erasers and pencils, either one or both depending on the lever you pull. Pulling the lever for both breaks the pencil. Two professors went and took the last pencils and left none for a student who needed one.",1.092,1.092,55.736,1,Professor Smith,,The black lever,Professor Smith,Male,30,No,White,,,Agentcause,control|altTime
1/31/2019 13:41,1/31/2019 13:46,IP Address,,100,312,TRUE,1/31/2019 13:46,R_2veurRHOxVwNYLv,,,,,,,anonymous,EN,Yes,0,0,58.508,0,,,"There was a vending machine to rack office supplies. The black or red lever dispensed pencils and the white level dispensed erasers which often malfunctioned by dispensed pencils which come out broken. There was a new Professor named Smith who was made aware of the vending machine however not about the malfunction in the white lever. The Professor and the clerk pressed the black and red lever the same time and go a pencil each. But, when a student wanted a desperately a pencil for his test, there was none as those were the last 2 pencils.",4.88,197.758,199.743,6,Professor Smith,,"The red lever,The black lever,The white lever",Professor Smith,Male,38,No,Asian,,,Agentcause,control|altTime
1/31/2019 13:34,1/31/2019 13:47,IP Address,,100,778,TRUE,1/31/2019 13:47,R_zZSavvRI8DjYoY9,,,,,,,anonymous,EN,Yes,32.487,66.734,91.339,2,The professor could have chosen to not pull a lever and not gotten a pencil.  The student who needed the pencil could have then gotten a pencil.,,,124.034,124.051,158.734,2,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,35,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 13:38,1/31/2019 13:48,IP Address,,100,586,TRUE,1/31/2019 13:48,R_1QlOZ2KIgmlm4vI,,,,,,,anonymous,EN,Yes,68.313,96.063,98.435,6,,If the red lever had not functioned properly for the professor their probably would have been a pencil left for the student.  This would have reduced the amount of stress the student faced prior to their test.,,9.884,62.836,115.93,11,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,32,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 13:49,1/31/2019 13:52,IP Address,,100,157,TRUE,1/31/2019 13:52,R_1JIU7WSboJpOd6m,,,,,,,anonymous,EN,Yes,0,0,52.425,0,,,Two teachers went to get pencils out of the vending machine. They took the last two pencils when a student needed one.,1.945,1.945,40.431,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,36,No,White,,,Objectcause,control|altTime
1/31/2019 13:48,1/31/2019 13:53,IP Address,,100,337,TRUE,1/31/2019 13:53,R_2dZxJ9X6cLmhgre,,,,,,,anonymous,EN,Yes,0,0,62.376,0,I think that the professor should have left the pencil in the machine or on it if he did not need a pencil. If the professor had not taken the pencil then the student would have. I think this highlights the problem with the machine and school should replace it with a working machine. Surely there is some building or ground keeping members who could accomplish such a task.,,,22.563,23.188,110.445,2,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,33,No,Black or African American,Objectcause,,,ProfManip|altTime
1/31/2019 13:52,1/31/2019 13:56,IP Address,,100,240,TRUE,1/31/2019 13:56,R_DqNRtgfRIAYg6gF,,,,,,,anonymous,EN,Yes,0,0,77.218,0,,Maybe the thing could get jammed and nothing come out. Maybe the wrong pencil could come out.,,27.689,27.864,50.896,2,,The black lever,The black lever,Professor Smith,Male,32,,,,Objectcause,,LeverManip|altTime
1/31/2019 13:50,1/31/2019 13:56,IP Address,,100,359,TRUE,1/31/2019 13:56,R_1cTX78picg0nPv0,,,,,,,anonymous,EN,Yes,97.116,97.332,97.563,2,,,There was a vending machine of pencils and erasers. Two people went to get pencils from the machine and the last two pencils came out. Later on a student needed a pencil but was unable to get one because they were all out.,52.439,52.439,97.874,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,29,No,White,,,Objectcause,control|altTime
1/31/2019 14:28,1/31/2019 14:33,IP Address,,100,307,TRUE,1/31/2019 14:33,R_1QlpSmwgvHvAmOI,,,,,,,anonymous,EN,Yes,0,0,75.345,0,One of the two teachers could have pulled the white lever and shared one broken pencil ( now they each have a piece of pencil) and could have sharpened it to make it functional. If Smith had not taken a pencil the student would have a pencil.,,,30.212,110.772,139.863,6,,"The black lever,The red lever",The black lever,Professor Smith,Female,38,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 14:45,1/31/2019 14:53,IP Address,,100,479,TRUE,1/31/2019 14:53,R_1hTgZowCGFDkxn5,,,,,,,anonymous,EN,Yes,0,0,55.34,0,,,A philosophy department at a small university had a vending machine for pencils and erasers set up. One morning a professor and an assistant got the last two pencils from the machine and a student that came by later needed a pencil and did not get one.,28.908,28.908,384.465,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,37,No,White,,,Agentcause,control|altTime
1/31/2019 14:51,1/31/2019 14:53,IP Address,,100,154,TRUE,1/31/2019 14:53,R_27HfXnmjT1nRAzM,,,,,,,anonymous,EN,Yes,0,0,53.474,0,"Had he not taken a pencil, the student that needed it could have gotten one. I think he should have just shared with the other teacher/worker who also got a pencil. Since they probably didn't both need one. They also could have gotten the supplies from their own office instead, since their office should have plenty of supplies of this nature. ",,,1.131,1.131,64.838,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,19,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:30,1/31/2019 15:32,IP Address,,100,132,TRUE,1/31/2019 15:32,R_sXrRWFv7hlP57pf,,,,,,,anonymous,EN,Yes,0,0,45.261,0,,Things could have gone differently if the red lever had malfunctioned. Maybe it could have malfunctioned and not produced any pencils at all. Pulling could have no result. ,,9.217,9.217,40.357,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,25,No,"Black or African American,White",,Agentcause,,LeverManip|altTime
1/31/2019 15:30,1/31/2019 15:33,IP Address,,100,155,TRUE,1/31/2019 15:33,R_RXJ8V9Pd8K299f3,,,,,,,anonymous,EN,Yes,6.941,50.833,53.732,2,"I think that if the professor did not take the pencils, that the student would have been able to get a pencil from the vending machine. Due to the professor pulling the lever, a student was unable to get a pencil.",,,1.388,50.885,51.625,2,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,21,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:30,1/31/2019 15:33,IP Address,,100,155,TRUE,1/31/2019 15:33,R_2UVnwkjOCCk1289,,,,,,,anonymous,EN,Yes,0,0,50.903,0,,,"A professor and assistant (unfortunately) got the last two pencils from the office supply vending machine. Therefore, when a student desperately needed a pencil, one was not available for her.",1.48,40.696,46.989,3,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,34,No,White,,,Agentcause,control|altTime
1/31/2019 15:31,1/31/2019 15:33,IP Address,,100,137,TRUE,1/31/2019 15:33,R_1EZGN93s9jS12VZ,,,,,,,anonymous,EN,Yes,15.297,17.357,45.658,3,the student would have gotten the pencil.  the student then would have had a pencil to take a test .  ,,,2.1,2.1,41.212,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,35,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,182,TRUE,1/31/2019 15:34,R_3sBSb8NHVCEngdd,,,,,,,anonymous,EN,Yes,0,0,52.146,0,It could have malfunctioned.  Prf. Smith might not have needed a pencil. If he had not taken the pencil the last person would have gotten one. ,,,12.195,12.195,56.913,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,58,Yes,Black or African American,Agentcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,156,TRUE,1/31/2019 15:34,R_1jJTEyCZ5lnlLz4,,,,,,,anonymous,EN,Yes,0,0,50.54,0,,"If the red lever had not functioned, I assume that the person who had attempted to pull the red lever would then try the black lever that they just observed to be working.",,13.495,13.495,59.239,1,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,31,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,181,TRUE,1/31/2019 15:34,R_2ZV9juHzbcxTr7C,,,,,,,anonymous,EN,Yes,0,0,58.313,0,,"The red lever was supposed to produce a pencil, so I guess it could have not produced a pencil, or produced an eraser by mistake, but the story didn't say that has ever happened.",,31.746,31.746,64.751,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,37,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,188,TRUE,1/31/2019 15:34,R_1CEgkjEnWoDGTJM,,,,,,,anonymous,EN,Yes,22.696,41.01,58.974,6,,It might not have worked correctly if there was already no more pencils in the machine. They would have had to share or find another elsewhere,,17.056,20.935,61.94,3,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,34,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,196,TRUE,1/31/2019 15:34,R_2qaasXZSkWC5I9r,,,,,,,anonymous,EN,Yes,4.168,44.262,44.892,4,,,"There is a vending machine that dispenses pencils and erasers. The machine has three levers, one of which malfunctions and breaks the pencil. Faculty members are allowed to take pencils and erasers from the machine, but doing so might mean a student who really needs a pencil can't get one. ",2.215,56.96,73.319,6,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,23,No,White,,,Agentcause,control|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,197,TRUE,1/31/2019 15:34,R_2tyeJ4xeoT1BY4p,,,,,,,anonymous,EN,Yes,1.143,67.348,67.411,12,if Professor Smith had not taken the pencil then the school board would probably have taken even longer to realize that they have to talk to the person who is in charge of supplies. He's off his games at the school can't even keep pencils in a vending machine,,,17.202,75.601,76.277,15,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,31,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:30,1/31/2019 15:34,IP Address,,100,248,TRUE,1/31/2019 15:34,R_1iapNtNa0OovOIw,,,,,,,anonymous,EN,Yes,50.387,102.471,103.045,4,I think that if the white lever had worked and if the professor wasn't allowed to get pencils from the machine then they do it be any problem for the students.,,,14.782,38.563,64.619,7,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,40,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,215,TRUE,1/31/2019 15:34,R_7Vw17HMmKHH2HRv,,,,,,,anonymous,EN,Yes,0,0,32.631,0,,,"A vending machine at a university dispenses office supplies, but one of the levers is broken. At the end, two people get the last two pencils, leaving no more for a desperate student.",4.311,4.311,52.965,1,,The black lever,"The red lever,The black lever,The white lever",Professor Smith,Female,36,No,White,,,Objectcause,control|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,230,TRUE,1/31/2019 15:34,R_0TXT0whg8SlzgaZ,,,,,,,anonymous,EN,Yes,35.657,54.868,70.605,2,Professor Smith should have recognized that he should only take a pencil when there is plenty of them available. He should have went to the store and bought his own pencil. Then there would have been one left for the poor student who desperately needed one.,,,1.246,99.839,100.468,6,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,28,No,"American Indian/Alaskan Native,White",Agentcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:34,IP Address,,100,187,TRUE,1/31/2019 15:34,R_1FRqtSOE7eGnryD,,,,,,,anonymous,EN,Yes,30.402,39.9,42.133,2,,I would put a sign on the machine saying not to use the red lever it is broken,,20.901,22.598,36.336,2,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,57,,,,Objectcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,161,TRUE,1/31/2019 15:35,R_RPn08gzpvEznx4J,,,,,,,anonymous,EN,Yes,0,0,51.725,0,,,There's a vending machine that produces pencils and erasers. It sometimes breaks the pencils. Staff can get them for free and screw over students who desperately need them.,1.88,1.88,46.429,1,,The red lever,"The red lever,The white lever","Professor Smith,The administrative assisstant",Male,32,No,White,,,Objectcause,control|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,164,TRUE,1/31/2019 15:35,R_2Xap68V7ZXDIqPW,,,,,,,anonymous,EN,Yes,0,0,38.833,0,,"if the red lever hadn't produced a pencil, the student would have been able to have one for her test, and there would have still been more left in the machine. The red lever often not only dispensed a pencil, but it often broke them, leaving it useless. ",,14.888,79.036,91.472,2,,The red lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,21,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:31,1/31/2019 15:35,IP Address,,100,196,TRUE,1/31/2019 15:35,R_8v72ZOCvDAZ4Ldf,,,,,,,anonymous,EN,Yes,0,0,46.101,0,,the red lever could have malfunctioned and produced an eraser instead of a pencil. we know that the pencil and eraser feed are connected (since the white lever can produce both pencils and erasers when it malfunctions). so I assume that the other levers could also have this ability. ,,23.305,23.305,94.487,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,36,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:31,1/31/2019 15:35,IP Address,,100,190,TRUE,1/31/2019 15:35,R_2zvI6E7S1se3bxK,,,,,,,anonymous,EN,Yes,0,0,71.544,0,,,"Professor Smith and an administrative assistant go to the vending machine and pull the red and black levers, respectively. They get the last 2 pencils in the machine. Then a student needs a pencil, but there aren't any left. This leads to a serious problem.",4.562,4.562,65.344,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,48,No,White,,,Objectcause,control|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,173,TRUE,1/31/2019 15:35,R_22kP03i1s1xJvs8,,,,,,,anonymous,EN,Yes,0,0,34.752,0,He would have had more time to get other things done.  Especially if he would have already had a pencil ,,,26.075,71.09,72.858,3,Professor Smith,,The white lever,Professor Smith,Male,48,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:30,1/31/2019 15:35,IP Address,,100,269,TRUE,1/31/2019 15:35,R_1LMbO2IJEjq7Ede,,,,,,,anonymous,EN,Yes,0,0,77.11,0,"I think if the professor realized he was taking the last pencil, he should have left it for any students who were in dire need. Him and his assistant could have shared the other pencil that the assistant took out of the machine. The student would then have had a pencil to use. ",,,14.699,14.699,89.93,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,37,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,158,TRUE,1/31/2019 15:35,R_3s4ZOA5V7QI1Kwh,,,,,,,anonymous,EN,Yes,0,0,41.676,0,,If the red level did not produce a pencil then the black lever could have been pulled with a high likelihood of success. The white lever could have been pulled with a low likelihood of success.,,2.458,62.923,69.037,3,"The administrative assistant,Professor Smith",,The red lever,"Professor Smith,The administrative assisstant",Female,28,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,146,TRUE,1/31/2019 15:35,R_3Miiiyr7u0ClQdh,,,,,,,anonymous,EN,Yes,14.32,43.373,48.4,3,,Perhaps the machine would only be able to have you pull one lever at a time. ,,14.731,42.417,42.401,3,,The black lever,"The red lever,The white lever",Professor Smith,Female,28,No,White,,Objectcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,215,TRUE,1/31/2019 15:35,R_2c8CVbPsLYy0MOo,,,,,,,anonymous,EN,Yes,4.202,12.713,65.487,4,"If Professor Smith already had a pencil, he wouldn't have needed to take a pencil from the machine. If he hadn't take a pencil, the student would have been able to get one,",,,7.501,7.501,56.81,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,32,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:33,1/31/2019 15:35,IP Address,,100,143,TRUE,1/31/2019 15:35,R_1ih7bE2eQc2ghZW,,,,,,,anonymous,EN,Yes,0,0,44.69,0,,,"There is a vending machine that produces a pencil by pulling a red or black lever, and erasers by pulling a white lever. The white lever is broken and gives an eraser and a broken pencil. One teacher and his admin pull two levers at the same time and get the last two pencils. Later someone else comes needing a pencil but there are not any left.",2.421,61.412,61.634,3,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,27,No,White,,,Agentcause,control|altTime
1/31/2019 15:32,1/31/2019 15:35,IP Address,,100,231,TRUE,1/31/2019 15:35,R_2zeFgXXgT832EkR,,,,,,,anonymous,EN,Yes,0,0,46.956,0,,,"there is vending machine that has pencils. you can pull a red ,lever and a black lever to get a pencil, if you pull the white lever for an eraser it also gives out a pencil but breaks it. teachers are allowed to use the vending machine as well. a student and professor pull levers and the last two pencils come out.  Then a student who needs a pencil very badly for a test cant get a pencil when he goes to vending machine",7.71,7.71,119.568,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,30,No,White,,,Agentcause,control|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,237,TRUE,1/31/2019 15:36,R_1lsGVxDneMNYppK,,,,,,,anonymous,EN,Yes,0,0,30.285,0,,,there is a pencil vending machine that malfunctions from time to time. Someone pulled a red lever; someone else pulled the black lever and they both got pencils. When it was time for a student to get a pencil he couldn't because it was the last one.,0.8,66.229,71.744,4,The administrative assistant,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,34,No,Black or African American,,,Agentcause,control|altTime
1/31/2019 15:30,1/31/2019 15:36,IP Address,,100,325,TRUE,1/31/2019 15:36,R_2ZQS4UFJlszI7Oc,,,,,,,anonymous,EN,Yes,182.645,182.645,197.99,1,,"It may have produced an eraser instead, like the white lever would. ",,16.452,17.403,69.284,2,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,41,No,Asian,,Agentcause,,LeverManip|altTime
1/31/2019 15:34,1/31/2019 15:36,IP Address,,100,119,TRUE,1/31/2019 15:36,R_3IRYF75AYEFVT4i,,,,,,,anonymous,EN,Yes,0,0,35.909,0,,The red lever could have produced an eraser.,,13.302,13.302,24.977,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,26,Yes,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:33,1/31/2019 15:36,IP Address,,100,153,TRUE,1/31/2019 15:36,R_3nfnuNMTAgC0bH7,,,,,,,anonymous,EN,Yes,3.953,33.861,37.346,2,"What would have happened differently is the person tells Smith about the problem. Thus, he doesn't do the lever. Then, the student would have gotten a broken pencil",,,19.766,25.57,65.544,2,,The red lever,"The red lever,The white lever","Professor Smith,The administrative assisstant",Male,19,,,Objectcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:36,IP Address,,100,299,TRUE,1/31/2019 15:36,R_1f0YGyfNimDMC2w,,,,,,,anonymous,EN,Yes,0,0,85.473,0,"If the professor had his own pencil then he would not have needed to go to the vending machine and get out a pencil. As a result he had to go to the vending machine to take a pencil and that left no pencils left, therefore when the student needed one there was not a pencil for them.",,,48.492,48.492,116.341,1,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Female,42,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,246,TRUE,1/31/2019 15:36,R_3HHXjhkXzd7xUeF,,,,,,,anonymous,EN,Yes,0,0,82.543,0,,,The professor and the assistant took the last 2 pencils so there were none left for the students.,5.936,5.936,26.332,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,44,No,White,,,Agentcause,control|altTime
1/31/2019 15:30,1/31/2019 15:36,IP Address,,100,330,TRUE,1/31/2019 15:36,R_247qUVqK2ojeCbk,,,,,,,anonymous,EN,Yes,6.78,78,82.886,8,If the white lever was fixed there would be more pencils left in the vending machine and the student would have been able to get a pencil too. If Mr. Smith had not taken the pencil then there would have been one left for the student but Mr. Smith would have been left without one. ,,,36.502,130.664,131.729,3,,The black lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,29,Yes,Black or African American,Objectcause,,,ProfManip|altTime
1/31/2019 15:33,1/31/2019 15:36,IP Address,,100,175,TRUE,1/31/2019 15:36,R_D8crxaeIZeMYomd,,,,,,,anonymous,EN,Yes,0,0,47.342,0,"If the professor found a pencil in his pocket and then discovered that he only needed an eraser there would have been a pencil left.  If he had no taken the pencil, there would have been one left for the student.",,,12.799,12.799,60.171,1,,The black lever,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,46,No,White,Objectcause,,,ProfManip|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,208,TRUE,1/31/2019 15:36,R_1hHepVp3owhNwzo,,,,,,,anonymous,EN,Yes,0.851,20.872,59.393,7,,,"Professor Smith and an assistant went to the vending machine and both pressed levers to get a pencil. They both received a pencil, but these were the last two pencils in the machine. This was a problem because, even though staff is allowed to access these machines, later that day a student desperately needed a pencil for an exam but they were all gone. ",3.706,3.706,69.166,1,,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,37,No,White,,,Objectcause,control|altTime
1/31/2019 15:30,1/31/2019 15:36,IP Address,,100,344,TRUE,1/31/2019 15:36,R_pQqT7vuZIC0TOaB,,,,,,,anonymous,EN,Yes,30.755,30.755,50.986,1,,Things could have gone differently by the fact that if the vending machine did produce a pencil then students who needed one would have one. If the red lever did not produce a pencil then the professor would have known about the situation and could have prevented it from happening. ,,3.666,122.763,201.298,4,,"The black lever,The red lever","The red lever,The black lever","Professor Smith,The administrative assisstant",Male,24,No,Unknown/Other,,Objectcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,256,TRUE,1/31/2019 15:36,R_3fCeTK6YpF0IFrA,,,,,,,anonymous,EN,Yes,3.134,3.134,63.936,1,,"If the red lever malfunctioned and did not produce a pencil then there would have been a pencil left got the student. However, if it was not functioning before then there could be a chance that it wouldn't work for the student either, thereby still having the same outcome.",,27.813,27.813,114.287,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,33,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,237,TRUE,1/31/2019 15:36,R_3fBnLpV5HXuoPij,,,,,,,anonymous,EN,Yes,0,0,61.53,0,"Professor Smith could have kept pencils in his/her desk for personal use, or brought one from home. If Professor Smith had not taken a pencil from the machine, it is plausible that the pencil would still be there for the test-taking student. It is also possible that another student would have gone to the machine first and taken a pencil.",,,28.304,28.304,118.401,1,Professor Smith,,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,35,No,White,Agentcause,,,ProfManip|altTime
1/31/2019 15:31,1/31/2019 15:36,IP Address,,100,329,TRUE,1/31/2019 15:36,R_1IsFOLRFU3UoFEM,,,,,,,anonymous,EN,Yes,0,0,69.317,0,,,"A vending machine is provided for pencils and erasers for the professors, assistants and students.  If a red or black lever is pulled a pencil is dispensed.  If the white lever is pressed an eraser is dispensed.  However, the white lever frequently malfunctions and dispurses a pencil with the eraser and the pencil is usually broken.  A new professor and another staff member get a pencil by pulling the red and black lever respectively.  A student goes to get a pencil, but there are no more pencils in the vending machine.  This causes a big problem.",3.078,3.078,184.662,1,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Female,55,No,White,,,Agentcause,control|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,278,TRUE,1/31/2019 15:36,R_1hQK7QQFZ6qpP8Y,,,,,,,anonymous,EN,Yes,0.921,0.921,61.257,1,,"If the black lever is pulled, the red lever is disabled. If the red lever would not have produced a pencil, then possibly the student would have been able to get the last pencil.",,1.053,119.78,125.598,4,"The administrative assistant,Professor Smith",,"The red lever,The black lever","Professor Smith,The administrative assisstant",Male,47,No,White,,Agentcause,,LeverManip|altTime
1/31/2019 15:32,1/31/2019 15:36,IP Address,,100,264,TRUE,1/31/2019 15:37,R_2tG64hO9XwGTSvk,,,,,,,anonymous,EN,Yes,45.69,59.301,60.475,2,If he had not taken a pencil the girl would of got the last pencil . I dont see how much different outcomes could of been in this first come first served scenario. Other then people skimping and conserving on the pencils. Eventually someone would not have gotten 1 though,,,17.355,17.355,98.675,1,,The red lever,"The red lever,The black lever,The white lever","Professor Smith,The administrative assisstant",Male,45,No,White,Objectcause,,,ProfManip|altTime
