ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Captcha,instr,Conform,Conform_time_1,Conform_time_2,Conform_time_3,Conform_time_4,ProfManip,LeverManip,altTime_1,altTime_2,altTime_3,altTime_4,outcomeChange,Object_cause_8,Agent_cause_8,control1_1,control1_2,control1_3,control2_1,control2_2,control2_3,Sex,Age,Eth,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,DO-BL-Manipulation,DO-BL-CausationQuestions,DO-Q-Conform,LocationLatitude,LocationLongitude,LocationAccuracy
R_1GDP2mu5uTDMz3H,Default Response Set,Anonymous,,,,0,1/19/2017 15:24,1/19/2017 15:34,1,1,1,1,1,3.022,3.292,11.561,2,,There are a number of things that could have gone wrong. The red lever could be broken. The red lever could have produced an eraser or nothing at all.,165.218,398.725,407.465,6,16,0,0,1,1,,1,1,,1,28,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2wS0BArbV0fNuFc,Default Response Set,Anonymous,,,,0,1/19/2017 15:29,1/19/2017 15:34,1,1,1,1,1,82.249,82.249,82.622,1,If Professor Smith and not taken the pencil would have gone to the student. The student needed the pencil more than the professor.  ,,1.263,89.303,104.075,7,19,21,92,1,1,,1,1,,1,30,1,,,,,,,1,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2R2shjkaYZnEztJ,Default Response Set,Anonymous,,,,0,1/19/2017 15:30,1/19/2017 15:34,1,1,1,1,1,0,0,53.343,0,,If the professor and administrative assistant both had wanted an erarser they may have pushed the white lever. The white level may have malfunctioned and broken 2 pencils. Threfore when the red lever was pushed nothing would have come out. ,2.114,2.114,132.241,1,16,91,88,1,,,1,1,,2,31,,,,,,,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_ahk0nrdismRi8G5,Default Response Set,Anonymous,,,,0,1/19/2017 15:30,1/19/2017 15:34,1,1,1,1,1,0,0,67.485,0,IF PROFESSSOR SMITH HAD NOT TAKEN A PENCIL FROM THE VENDING MACHINE THERE WOULD HAVE BEEN ONE AVAILABLE FOR THE STUDENT.  THE PROFESSOR COULD HAVE HAD A SUPPLY OF PENCILS ALREADY.,,18.246,18.246,69.812,1,18,4,74,1,1,,1,1,,2,66,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_PwbdpJAEBrb9L1f,Default Response Set,Anonymous,,,,0,1/19/2017 15:31,1/19/2017 15:35,1,1,1,1,1,0,0,44.734,0,"If Professor Smith had not taken a pencil from the vending machine, the student would have been able to grab a pencil from the machine and been able to stop worrying for the upcoming test.",,13.177,50.393,51.877,2,18,5,85,1,1,,1,1,,1,21,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_r3dLmhgQOglpRLj,Default Response Set,Anonymous,,,,0,1/19/2017 15:25,1/19/2017 15:35,1,1,1,1,1,0,0,94.766,0,,If the red lever had not produced a pencil they should have tried to pull the black lever again to see if a pencil was dispensed.  I would not pull the white lever because they would have gotten an eraser and a broken pencil,32.593,91.922,107.784,3,16,100,0,1,1,,1,1,,2,41,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_UDEc9z6SlUzV36F,Default Response Set,Anonymous,,,,0,1/19/2017 15:25,1/19/2017 15:35,1,1,1,1,1,0,0,7.477,0,,I honestly can not think of anything or answer what your asking me because I do think understand the question.,19.395,19.395,52.71,1,17,52,73,1,,,1,,,2,26,1,,,,,,1,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_PLorvvWTjqPa4ql,Default Response Set,Anonymous,,,,0,1/19/2017 15:26,1/19/2017 15:35,1,1,1,1,1,5.812,5.812,89.288,1,The professor took one of the last two pencils.  The student that really needed a pencil would have gotten the last one instead.,,217.471,217.471,271.26,1,18,91,33,1,1,,1,1,,1,55,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2tJw66piz9wZNSP,Default Response Set,Anonymous,,,,0,1/19/2017 15:24,1/19/2017 15:36,1,1,1,1,1,0,0,56.411,0,"If professor Smith had not taken a pencil from the vending machine someone else would have, as it appears that this particular vending machine is quite popular, but it may not have been the student that needed a pencil to take the test.  A serious problem?  Everything is relative.",,23.268,23.268,158.31,1,17,1,10,1,1,,1,1,,1,58,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3meNayw3WQDEjOT,Default Response Set,Anonymous,,,,0,1/19/2017 15:33,1/19/2017 15:36,1,1,1,1,1,0,0,23.125,0,If he had not taken a pencil the student would have gotten a pencil. The machine could have malfunctioned on him.,,5.468,8.21,53.63,2,18,50,33,1,1,,1,1,,2,32,2,,1,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_QfvosMVQKTgx4I1,Default Response Set,Anonymous,,,,0,1/19/2017 15:31,1/19/2017 15:36,1,1,1,1,1,0,0,42.492,0,"Well, if he had not taken the pencil than none of this would have happened and the student would not be involved in this predicament. ",,12.838,45.158,47.379,4,18,0,0,1,1,1,1,1,,1,27,1,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3PKURpKsve1qPzZ,Default Response Set,Anonymous,,,,0,1/19/2017 15:30,1/19/2017 15:37,1,1,1,1,1,0,0,61.821,0,,"If someone had pulled the white lever wanting an eraser, then one of the last pencils would have been snapped so when Professor Smith went to get his pencil there would only have been a broken one. If someone else had have gotten the last two pencils before he came along, pushing the red lever wouldn't have produced a pencil because there would be none left. If the red lever didn't produce a pencil Professor Smith could have tried the black one or the white one if he didn't mind a broken pencil.",77.654,77.654,217.538,1,17,0,10,1,1,,1,1,,2,34,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2qf6NKpEchW45c4,Default Response Set,Anonymous,,,,0,1/19/2017 15:26,1/19/2017 15:37,1,1,1,1,1,0,0,61.308,0,,"NO ONE WOULD GET PENCILS, BUT THERE WOULD BE A CHANCE THAT THE STUDENT COULD HAVE GOTTEN A PENCIL ON THE NEXT PULL OF THE LEVER ",15.37,56.661,58.643,2,17,0,0,1,,,1,1,,1,29,2,,,,1,,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3Hi6pDbnje7SMJD,Default Response Set,Anonymous,,,,0,1/19/2017 15:24,1/19/2017 15:37,1,1,1,1,1,208.241,234.727,236.353,2,,"When both levers were pulled at once, the red lever  could have gotten stuck resulting in a pencil not being produced from the vending machine. Had this happened, the student who needed the pencil for the test would have had one when she pulled the red lever. ",152.592,329.05,397.88,5,18,0,0,1,1,,1,1,,2,32,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1dt57ypXhiOeSuZ,Default Response Set,Anonymous,,,,0,1/19/2017 15:29,1/19/2017 15:37,1,1,1,1,1,0,0,199.558,0,"If the machine is for students, he should not have been led to believe that it was okay to use it. Still, there was no way he could've known there were not plenty and the more experienced staff was also using the machine. He was just following norms, so the student now has a broken pencil.",,24.822,24.822,184.392,1,19,0,0,1,1,,1,1,,1,37,1,,,,,,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1GHtV8uiKViSXwK,Default Response Set,Anonymous,,,,0,1/19/2017 15:34,1/19/2017 15:38,1,1,1,1,1,0,0,49.66,0,,"If the red lever did not produce a pencil, another option would be to try the black lever. If the black lever didn't work, a person could try the white lever to get both a pencil and eraser even though then pencil may have been broken, it could be sharpened. ",19.643,91.35,93.608,4,17,19,11,1,1,,1,1,,2,32,2,,,,1,,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_27BsSZGGKVqJPCq,Default Response Set,Anonymous,,,,0,1/19/2017 15:30,1/19/2017 15:38,1,1,1,1,1,81.46,81.46,129.449,1,"If Professor Smith brought his own pencils from home, he would not have taken a pencil from the vending machine. If he had not taken a pencil from the machine, the student who desperately needed a pencil could have gotten one, avoiding the serious problem.",,76.729,187.497,188.292,3,19,0,0,1,1,,1,1,,1,31,2,,1,,,,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_vSHzqvptuerQT4J,Default Response Set,Anonymous,,,,0,1/19/2017 15:30,1/19/2017 15:38,1,1,1,1,1,0,0,269.252,0,"I think that if Professor Smith would not have taken a pencil, then there is a good chance that there would have been a pencil available for the student.  He could have waited, or ran to the supply store on his break.  Students don't always have that luxury.",,16.762,16.762,103.631,1,18,2,91,1,,1,1,,,2,43,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3j3ESC1rONqWMsE,Default Response Set,Anonymous,,,,0,1/19/2017 15:33,1/19/2017 15:39,1,1,1,1,1,0,0,90.615,0,"The person who was with the professor could have pulled the white lever so that they could most likely get a pencil and eraser. The pencil would have been snapped in half, which one of them could have taken the half with the eraser attached and just resharpened the tip. The other could have taken the end that didn't have an eraser and used the individual eraser. This way they both end up with what they need, and leave as many pencils in the vending machine as possible. ",,0,0,154.944,0,18,0,0,1,1,,1,1,,2,34,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_V3uDaMfqQFEPDwJ,Default Response Set,Anonymous,,,,0,1/19/2017 15:33,1/19/2017 15:39,1,1,1,1,1,0,0,77.63,0,,"According to the story both red and black levers produce a pencil it would seem illogical to think that the pencil would not come out if both levers were pulled (black and red). Hence the only notion that it would not have produced a pencil would be to presume that the white lever was pulled which produced a broken pencil and eraser. In such a situation both levers could be pulled, (red and white) and it would not produce a pencil since it would break. ",33.035,160.317,163.503,6,16,0,0,1,1,,1,1,,1,29,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_31jzCCpyQS1HAe8,Default Response Set,Anonymous,,,,0,1/19/2017 15:36,1/19/2017 15:39,1,1,1,1,1,0,0,52.697,0,"Professor Smith could have shared a pencil with his TA or with a student. If he did share a pencil then the student that followed, needing a pencil, would have had one to use.",,7.842,7.842,54.064,1,19,0,0,1,1,,1,1,,2,33,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_pLSdDC8c3vrwFpf,Default Response Set,Anonymous,,,,0,1/19/2017 15:35,1/19/2017 15:39,1,1,1,1,1,0,0,73.45,0,"If Professor had not taken a pencil, the student would have had a pencil for the test.  Professor Smith should let the student borrow the pencil for the test and then she will give it back to him when done.",,15.208,15.208,67.202,1,18,10,98,1,1,,1,,,2,44,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3lVJuOr0cH0RKqy,Default Response Set,Anonymous,,,,0,1/19/2017 15:33,1/19/2017 15:39,1,1,1,1,1,0,0,55.448,0,"If Smith wasn't told that he could have taken pencils, then he wouldn't be taking pencils and the student would have a pencil.   /  / Also, this question is worded strangely.  I really do not understand it.",,16.399,16.399,137.503,1,18,0,0,,1,1,1,1,,2,41,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3PYpPOLUMjz2UOn,Default Response Set,Anonymous,,,,0,1/19/2017 15:34,1/19/2017 15:39,1,1,1,1,1,0,0,73.12,0,,"I would imagine the two would have to share the pencil.  Since another student also didn't have the pencil, two would have to wait while the first used the pencil first.",25.82,120.395,123.416,4,16,0,0,1,1,,1,1,,1,65,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_8kQxr5jjo7AKLxD,Default Response Set,Anonymous,,,,0,1/19/2017 15:36,1/19/2017 15:39,1,1,1,1,1,0,0,63.683,0,"I think that Professor Smith could have just shared a pencil with the administrative assistant.  That way, whoever needed a pencil would have one.  I don't think Professor Smith should have taken the last pencil.  If there was one more pencil, then the student needing a pencil for the test would have one.",,17.6,17.6,83.237,1,18,10,80,1,1,,1,1,,2,42,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2TZOPzInul9sgan,Default Response Set,Anonymous,,,,0,1/19/2017 15:32,1/19/2017 15:40,1,1,1,1,1,0,0,91.88,0,,If the red lever had not produced a pencil it could produced an eraser. / Or the red lever could have been used to produce a different office supply.,38.601,38.601,190.67,1,16,100,3,1,1,,1,1,,2,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1gnjjvSs0m572gV,Default Response Set,Anonymous,,,,0,1/19/2017 15:40,1/19/2017 15:42,1,1,1,1,1,0,0,18.236,0,,Then maybe the student couldve pulled it again and it would have worked for him,7.217,7.217,25.982,1,18,93,36,1,1,,1,1,,2,22,1,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3in91BNvsvMVYoq,Default Response Set,Anonymous,,,,0,1/19/2017 15:23,1/19/2017 15:42,1,1,1,1,1,0,0,110.691,0,"If the professor would have pulled the white lever, a pencil and eraser would have come out. The pencil would have been broken and both professors could have shared the broken pieces. then when the student appeared, she'd have a pencil",,15.886,18.176,80.652,2,18,10,10,1,1,,1,1,,2,35,1,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2c8FeCrmEExLwoB,Default Response Set,Anonymous,,,,0,1/19/2017 15:36,1/19/2017 15:42,1,1,1,1,1,0,0,76.304,0,,"I believe that the reason that it functioned properly is because both levers were being operated at the same time, which normally does not happen and therefore producing both pencils as requested. I believe that had it not, one teacher would not have gotten a pencil and would have notified someone who would have in return, refilled the machine and the teachers as well as the student would have gotten their pencil. Also another outcome is if the new teacher would have had a negative experience, he would feel different about ever relying on the pencil machine in the future",21.744,21.744,194.829,1,18,100,59,1,1,,1,1,,1,30,2,,,,1,,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1o7NnU5Wzs5l4rV,Default Response Set,Anonymous,,,,0,1/19/2017 15:33,1/19/2017 15:42,1,1,1,1,1,0,0,133.825,0,If Professors smith didn't take a pencil form the vending machine there would be one left. The student who needed a pencil for the test would have had one. I think professor smith should have told someone to reload the machine.,,18.014,18.15,231.027,2,18,1,52,1,1,,1,1,,1,37,2,,,,,,1,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_bKFeKwX1GCT87QJ,Default Response Set,Anonymous,,,,0,1/19/2017 15:39,1/19/2017 15:43,1,1,1,1,1,0.796,1.684,52.875,2,"Professor Smith and his assistant could have shared one pencil, although I'm not sure there was any indication they would be taking the last two pencils from the machine. The reason they may have done so was to be careful not to take too many pencils in case a student needed one as well. In this way, the assistant pulls one lever to procure a pencil for him/herself and Prof. Smith while still (knowingly or otherwise) leaving one pencil for the student that would later need one as well.",,47.945,47.945,171.195,1,19,0,0,1,1,,1,1,,1,33,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_21pnrYDBOny4KSp,Default Response Set,Anonymous,,,,0,1/19/2017 15:40,1/19/2017 15:43,1,1,1,1,1,2.611,8.381,51.12,3,"If the professor had NOT taken one of the last two pencils from the machine, then the student who had needed the last pencil could have gotten one.",,0,0,61.965,0,17,0,58,1,1,,1,1,,2,29,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3fiU96T3dL2WxdX,Default Response Set,Anonymous,,,,0,1/19/2017 15:39,1/19/2017 15:44,1,1,1,1,1,0,0,58.654,0,"He could have borrowed a pencil for someone else, leaving the last pencil for the student. However, If no one had a pencil he could have borrowed, he would have no chose, but to get one from the machine. He needed a pencil, he should have taken a pencil.",,33.784,127.896,161.029,9,17,0,0,1,1,,1,1,,2,38,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2CKht7FAZ7pfAXm,Default Response Set,Anonymous,,,,0,1/19/2017 15:32,1/19/2017 15:45,1,1,1,1,1,0,0,329.379,0,Professor Smith should have brought his own pencil from home. Students are often careless and always forget supplies. If he had been ready for like an adult should be the student would have had a pencil.,,57.207,173.651,215.621,3,17,0,11,1,1,,1,1,,2,32,2,,,,1,,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3h4GwaWjUmnsIn8,Default Response Set,Anonymous,,,,0,1/19/2017 15:42,1/19/2017 15:45,1,1,1,1,1,1.343,4.16,43.52,2,"One thing that could have gone differently is the machine is out of pencils, or only has broken pencils from people trying to get erasers. It could have also gone differently if he brought his own pencils from home. It could also have gone differently if the administrative assistant got there first and took both pencils.",,12.874,42.562,78.394,3,16,0,50,1,1,,1,1,,1,36,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2uIJUuwJ8lx5MTa,Default Response Set,Anonymous,,,,0,1/19/2017 15:42,1/19/2017 15:45,1,1,1,1,1,2.714,3.178,20.972,2,,They could've checked the machine to see if it was a faulty machine and if anything came wrong with it and also checked regularly for pencils ,1.208,67.436,71.896,6,18,30,65,,1,,,1,,1,22,2,,,,1,,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_4NnrTX4Xaieukq5,Default Response Set,Anonymous,,,,0,1/19/2017 15:40,1/19/2017 15:45,1,1,1,1,1,4.316,83.961,145.844,2,"Professor Smith and the other Professor could've shared a pencil.  Also, he could've bought pencils from the store before.",,17.512,17.512,72.515,1,17,0,50,1,1,1,1,1,,2,28,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1Hi58zCXDL1QVKc,Default Response Set,Anonymous,,,,0,1/19/2017 15:43,1/19/2017 15:46,1,1,1,1,1,0,0,23.222,0,,"If the red lever had not produced a pencil, I likely would have either had to confront someone that could potentially have a key to the vending machine, or would need to pay for another pencil and hope it works this time.",4.596,7.125,46.362,2,17,84,0,1,1,,1,1,,1,18,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_27DzbdPKDJARXp0,Default Response Set,Anonymous,,,,0,1/19/2017 15:38,1/19/2017 15:46,1,1,1,1,1,1.937,58.101,61.643,2,,If the red lever did not function then Professor Smith would have tried to pull the black lever to get his pencil (since it also produces pencils). And that would still lead to the student not having a pencil for the test. ,35.344,329.698,329.914,10,16,0,60,1,1,,1,1,,1,19,1,,1,,,,1,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1QN0L6rlo6JH7Jd,Default Response Set,Anonymous,,,,0,1/19/2017 15:39,1/19/2017 15:47,1,1,1,1,1,0,0,79.936,0,Professor Smith could have pulled the white level in search for an eraser and that would have left a pencil in the machine for the student who needed it to take a test. This would have worked out for both parties because the Professor only needed an eraser.,,1.117,17.214,61.602,4,19,20,85,1,1,,1,1,,1,22,2,,1,,,,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_e8OMe35ZHlSCg13,Default Response Set,Anonymous,,,,0,1/19/2017 15:44,1/19/2017 15:47,1,1,1,1,1,0,0,46.578,0,"If Smith had not taken a pencil, there would be one left. The student could take it by pulling the black or red lever. If the student pulled the white level, not knowing about the malfunction, the pencil would likely break, and the student would have none. ",,19.885,19.885,83.52,1,18,0,0,1,1,,1,1,,1,34,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2w1330TOPiqDhlm,Default Response Set,Anonymous,,,,0,1/19/2017 15:41,1/19/2017 15:47,1,1,1,1,1,2.513,46.505,173.641,2,,"Maybe, by chance the lever would not have produced a pencil for the professor leaving one for the student. Chances are it could have still equally not worked for the student then though.",61.949,61.949,94.558,1,17,19,10,1,1,,1,1,,1,28,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3pfJ8QjULmMVtEk,Default Response Set,Anonymous,,,,0,1/19/2017 15:43,1/19/2017 15:48,1,1,1,1,1,0,0,36.165,0,,If the red lever had not functioned then the professor and assistant wouldn't have taken the last of the pencils.  The student would have been able to get one.,1.556,1.556,142.519,1,17,77,61,1,1,,1,1,,2,44,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3eabWaFBa0HkU2t,Default Response Set,Anonymous,,,,0,1/19/2017 15:42,1/19/2017 15:48,1,1,1,1,1,0,0,91.755,0,,"If the red lever had not have functioned properly such as getting jammed a pencil would still be in there. Maybe the black lever would have worked instead. If it didn't produce a pencil out of the machine, there would still be a pencil for someone else if the other lever worked.",33.798,33.798,114.365,1,18,0,0,1,,,1,,,2,33,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3hnhS1zLZrC0tvC,Default Response Set,Anonymous,,,,0,1/19/2017 15:47,1/19/2017 15:48,1,1,1,1,1,0,0,1.917,0,,well if the machine does not produce the pencil and it would malfunction. we would not want that to happen as the machine would lose money and lose productivity. ,0.992,1.331,39.32,2,17,54,39,1,,,,1,,1,25,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_qDcGZF6JVp4ZjoZ,Default Response Set,Anonymous,,,,0,1/19/2017 15:42,1/19/2017 15:48,1,1,1,1,1,0,0,74.548,0,,"If the assistant had let the new professor go first and he had pulled the white lever.  If the professor then pulled the black lever, the red lever would have produced nothing.  If the assistant had needed an eraser and pulled the white lever after he pulled the black, the result would have been the same.  One thing, we don't know is, what happens when either the black or red lever is pulled consecutively?  Perhaps, if the assistant had pulled the red lever to receive his pencil, perhaps the red would have malfunctioned when pulled a second time.",28.194,28.194,216.953,1,16,0,5,1,1,,1,1,,1,40,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2TESpR0flaneJ3D,Default Response Set,Anonymous,,,,0,1/19/2017 15:44,1/19/2017 15:49,1,1,1,1,1,0,0,60.914,0,"I think he should have listened and not taken a pencil. Had he not, the student would have had a pencil to use.",,5.199,26.159,28.701,2,18,0,0,1,1,,1,1,,2,,,,,,,,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_22E0Ct56uqeVaUC,Default Response Set,Anonymous,,,,0,1/19/2017 15:46,1/19/2017 15:49,1,1,1,1,1,0,0,63.207,0,"If Professor Smith wouldn't have taken the pencil, it would have been there for the student who needed it.  I think the machine should only be there for students only.",,9.817,9.817,50.372,1,18,0,100,1,1,1,1,1,,2,43,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_r14ArwoIbMlOSoF,Default Response Set,Anonymous,,,,0,1/19/2017 15:42,1/19/2017 15:49,1,1,1,1,1,14.072,20.372,60.363,3,,"The machine should only have one lever that produces a pencil. Get rid of either the red or black lever. It makes no sense to have two levers that do the same thing. As far as things going differently, the two people should not have been pulling on the levers at the same time. If the red lever had not produced a pencil I am guessing the person would have just pulled the black lever to get one. I don't think there is any way around the machine running out of pencils. It just needs to be filled up again.",72.6,77.284,236.317,2,16,0,0,1,1,,1,1,,1,45,2,,,,,,,1,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2rlnWesk8j23qel,Default Response Set,Anonymous,,,,0,1/19/2017 15:47,1/19/2017 15:50,1,1,1,1,1,0,0,43.635,0,He could have taken a pencil with him from his office.  The student then would have had a pencil.,,1.334,1.334,39.153,1,19,0,87,1,1,,1,1,,1,33,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_1MXpRw6xJuGTtQG,Default Response Set,Anonymous,,,,0,1/19/2017 15:44,1/19/2017 15:50,1,1,1,1,1,0,0,42.044,0,"Professor Smith could have possibly used a pencil located in the building somewhere, or could've borrowed one from a student or another professor. If Professor Smith had not taken a pencil from the vending machine, the student would've been able to get one.",,11.107,11.107,87.216,1,19,66,50,1,1,,1,1,,2,50,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2tu0lpXtaNxQ7X5,Default Response Set,Anonymous,,,,0,1/19/2017 15:46,1/19/2017 15:51,1,1,1,1,1,0,0,53.817,0,,"The red lever might have simply failed to produce a pencil when pulled, in which case the person would probably have tried pulling the black lever instead. They would have gotten a pencil regardless, and the next person to come would still have not gotten any pencil due to them all being gone.",1.473,49.896,114.084,2,16,0,60,1,1,,1,1,,1,36,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_tKHJHtnlEj6I2Wt,Default Response Set,Anonymous,,,,0,1/19/2017 15:46,1/19/2017 15:52,1,1,1,1,1,0,0,77.515,0,"If Professor Smith hadn't taken the pencil from the vending machine, then that girl would have gotten a pencil for her test. Either that or someone could have gotten an eraser and the last pencil would have been broken.",,14.45,14.45,81.45,1,17,21,39,1,1,,1,1,,2,39,2,1,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_ZfwaAzxQ0ZzhvUZ,Default Response Set,Anonymous,,,,0,1/19/2017 15:46,1/19/2017 15:52,1,1,1,1,1,0,0,100.57,0,If one had not taken a pencil then the student who needed one would have been able an to get one. I assume students need them more. ,,6.421,46.277,142.832,3,18,50,61,1,1,,1,,,1,39,1,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3D6ZCzTVunTaIL6,Default Response Set,Anonymous,,,,0,1/19/2017 15:48,1/19/2017 15:53,1,1,1,1,1,0,0,51.637,0,The student would have had the pencil needed to take the test.  Students after the one mentioned would have had the pencils the professor took as well.,,13.711,13.711,49.703,1,18,25,11,1,1,,1,1,,2,37,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3KZRpuNmNL8DUlt,Default Response Set,Anonymous,,,,0,1/19/2017 15:47,1/19/2017 15:55,1,1,1,1,1,0,0,185.682,0,"If the professor would have brought his own pencil, he wouldn't of had to get one from the machine.  He could also have borrowed one from someone else.  If he had left the pencil in there, the next student would have been able to use it.",,131.672,226.754,242.901,6,18,0,0,1,1,,1,1,,2,27,2,,,,,1,,,ProfManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2dT2ugiYeMyZszN,Default Response Set,Anonymous,,,,0,1/19/2017 15:53,1/19/2017 15:56,1,1,1,1,1,0,0,51.553,0,,If the Red lever does not work when the black one is being pulled around that time. There could also be more pencils in the machine. ,12.895,12.895,57.365,1,18,9,28,1,1,,1,1,,1,22,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3hGzJZsstJtLyog,Default Response Set,Anonymous,,,,0,1/19/2017 15:53,1/19/2017 15:56,1,1,1,1,1,0,0,61.672,0,,"The red lever could of ended up working like the white lever and malfunctioning, but in the opposite way by not producing a pencil at all. If the red lever would not have produced a pencil, one of the professors wouldn't of got it, but the student might of.",3.105,3.105,80.553,1,16,0,0,1,1,,1,1,,2,26,1,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_3EmovJ8XTiCh5vQ,Default Response Set,Anonymous,,,,0,1/19/2017 15:52,1/19/2017 15:57,1,1,1,1,1,0,0,74.01,0,,"If the first person had needed an eraser and pencil (red or black lever, and then white) that may have used up the last two pencils and the next time the red would be pulled nothing would happen. This would mean the red lever would not produce a pencil. ",20.891,107.258,118.26,7,16,10,30,1,1,,1,1,,2,29,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
R_2RWg9OM59u6uNY7,Default Response Set,Anonymous,,,,0,1/19/2017 15:55,1/19/2017 15:59,1,1,1,1,1,0,0,51.207,0,,"If the black lever and the white lever had been pulled, then one, pencil, one eraser, and probably a second pencil would have been produced. This would have emptied the machine of pencils and then the red lever would no longer function as intended if the following student had tried to get a pencil.",47.748,64.418,143.213,3,16,0,0,1,1,,1,1,,1,40,2,,,,,1,,,LeverManip|altTime|outcomeChange,Object_cause|Agent_cause,,,,
